repayment_id,account_id,borrower_id,month_number,emi_due,payment_status,days_late
RPY003192,LA01209,BOR01317,11,21719.32,On-Time,0
RPY003193,LA01209,BOR01317,12,21719.32,On-Time,0
RPY003194,LA05765,BOR04769,1,19779.61,On-Time,0
RPY003195,LA05765,BOR04769,2,19779.61,Late,15
RPY003196,LA05765,BOR04769,3,19779.61,On-Time,0
RPY003197,LA05765,BOR04769,4,19779.61,On-Time,0
RPY003198,LA05765,BOR04769,5,19779.61,On-Time,0
RPY003199,LA05765,BOR04769,6,19779.61,On-Time,0
RPY003200,LA05765,BOR04769,7,19779.61,On-Time,0
RPY003201,LA05765,BOR04769,8,19779.61,On-Time,0
RPY003202,LA05765,BOR04769,9,19779.61,On-Time,0
RPY003203,LA05765,BOR04769,10,19779.61,On-Time,0
RPY003204,LA03602,BOR05345,1,2069.73,On-Time,0
RPY003205,LA03602,BOR05345,2,2069.73,On-Time,0
RPY003206,LA03602,BOR05345,3,2069.73,On-Time,0
RPY003207,LA03602,BOR05345,4,2069.73,On-Time,0
RPY003208,LA03602,BOR05345,5,2069.73,On-Time,0
RPY003209,LA03602,BOR05345,6,2069.73,On-Time,0
RPY003210,LA03602,BOR05345,7,2069.73,Late,56
RPY003211,LA03602,BOR05345,8,2069.73,On-Time,0
RPY003212,LA03602,BOR05345,9,2069.73,On-Time,0
RPY003213,LA03602,BOR05345,10,2069.73,On-Time,0
RPY003214,LA01242,BOR03182,1,12001.03,On-Time,0
RPY003215,LA01242,BOR03182,2,12001.03,On-Time,0
RPY003216,LA01242,BOR03182,3,12001.03,On-Time,0
RPY003217,LA01242,BOR03182,4,12001.03,On-Time,0
RPY003218,LA01242,BOR03182,5,12001.03,On-Time,0
RPY003219,LA01242,BOR03182,6,12001.03,On-Time,0
RPY003220,LA01242,BOR03182,7,12001.03,On-Time,0
RPY003221,LA01242,BOR03182,8,12001.03,On-Time,0
RPY003222,LA01242,BOR03182,9,12001.03,On-Time,0
RPY003223,LA00381,BOR08656,1,2116.77,On-Time,0
RPY003224,LA00381,BOR08656,2,2116.77,On-Time,0
RPY003225,LA00381,BOR08656,3,2116.77,On-Time,0
RPY003226,LA00381,BOR08656,4,2116.77,On-Time,0
RPY003227,LA00381,BOR08656,5,2116.77,On-Time,0
RPY003228,LA02379,BOR06498,1,22205.37,On-Time,0
RPY003229,LA02379,BOR06498,2,22205.37,On-Time,0
RPY003230,LA02379,BOR06498,3,22205.37,On-Time,0
RPY003231,LA02379,BOR06498,4,22205.37,On-Time,0
RPY003232,LA01416,BOR08510,1,39299.6,On-Time,0
RPY003233,LA01416,BOR08510,2,39299.6,On-Time,0
RPY003234,LA01416,BOR08510,3,39299.6,On-Time,0
RPY003235,LA01416,BOR08510,4,39299.6,On-Time,0
RPY003236,LA01416,BOR08510,5,39299.6,On-Time,0
RPY003237,LA01416,BOR08510,6,39299.6,On-Time,0
RPY003238,LA01416,BOR08510,7,39299.6,On-Time,0
RPY003239,LA01416,BOR08510,8,39299.6,On-Time,0
RPY003240,LA01416,BOR08510,9,39299.6,On-Time,0
RPY003241,LA01416,BOR08510,10,39299.6,On-Time,0
RPY003242,LA03884,BOR03781,1,169478.37,On-Time,0
RPY003243,LA03884,BOR03781,2,169478.37,On-Time,0
RPY003244,LA03884,BOR03781,3,169478.37,On-Time,0
RPY003245,LA03884,BOR03781,4,169478.37,On-Time,0
RPY003246,LA03884,BOR03781,5,169478.37,On-Time,0
RPY003247,LA03884,BOR03781,6,169478.37,On-Time,0
RPY003248,LA03884,BOR03781,7,169478.37,On-Time,0
RPY003249,LA03884,BOR03781,8,169478.37,On-Time,0
RPY003250,LA03884,BOR03781,9,169478.37,On-Time,0
RPY003251,LA03884,BOR03781,10,169478.37,On-Time,0
RPY003252,LA03884,BOR03781,11,169478.37,On-Time,0
RPY003253,LA03884,BOR03781,12,169478.37,On-Time,0
RPY003254,LA05385,BOR05563,1,7482.41,On-Time,0
RPY003255,LA05385,BOR05563,2,7482.41,On-Time,0
RPY003256,LA05385,BOR05563,3,7482.41,On-Time,0
RPY003257,LA05385,BOR05563,4,7482.41,On-Time,0
RPY003258,LA05385,BOR05563,5,7482.41,On-Time,0
RPY003259,LA02482,BOR09174,1,3140.23,On-Time,0
RPY003260,LA02482,BOR09174,2,3140.23,On-Time,0
RPY003261,LA02482,BOR09174,3,3140.23,Late,28
RPY003262,LA02482,BOR09174,4,3140.23,On-Time,0
RPY003263,LA02482,BOR09174,5,3140.23,On-Time,0
RPY003264,LA02482,BOR09174,6,3140.23,On-Time,0
RPY003265,LA02482,BOR09174,7,3140.23,On-Time,0
RPY003266,LA02482,BOR09174,8,3140.23,On-Time,0
RPY003267,LA01620,BOR05702,1,40666.96,On-Time,0
RPY003268,LA01620,BOR05702,2,40666.96,On-Time,0
RPY003269,LA01620,BOR05702,3,40666.96,On-Time,0
RPY003270,LA01620,BOR05702,4,40666.96,On-Time,0
RPY003271,LA01620,BOR05702,5,40666.96,On-Time,0
RPY003272,LA01620,BOR05702,6,40666.96,On-Time,0
RPY003273,LA01620,BOR05702,7,40666.96,On-Time,0
RPY003274,LA01620,BOR05702,8,40666.96,On-Time,0
RPY003275,LA01620,BOR05702,9,40666.96,On-Time,0
RPY003276,LA01620,BOR05702,10,40666.96,Late,53
RPY003277,LA01620,BOR05702,11,40666.96,On-Time,0
RPY003278,LA01620,BOR05702,12,40666.96,On-Time,0
RPY003279,LA06181,BOR03755,1,39324.42,On-Time,0
RPY003280,LA06181,BOR03755,2,39324.42,Late,55
RPY003281,LA06181,BOR03755,3,39324.42,Late,7
RPY003282,LA06181,BOR03755,4,39324.42,On-Time,0
RPY003283,LA06181,BOR03755,5,39324.42,On-Time,0
RPY003284,LA06181,BOR03755,6,39324.42,On-Time,0
RPY003285,LA06181,BOR03755,7,39324.42,Late,12
RPY003286,LA06181,BOR03755,8,39324.42,On-Time,0
RPY003287,LA05411,BOR02240,1,4146.39,On-Time,0
RPY003288,LA05411,BOR02240,2,4146.39,On-Time,0
RPY003289,LA05411,BOR02240,3,4146.39,On-Time,0
RPY003290,LA05411,BOR02240,4,4146.39,On-Time,0
RPY003291,LA05411,BOR02240,5,4146.39,On-Time,0
RPY003292,LA05411,BOR02240,6,4146.39,On-Time,0
RPY003293,LA05411,BOR02240,7,4146.39,On-Time,0
RPY003294,LA05411,BOR02240,8,4146.39,On-Time,0
RPY003295,LA06803,BOR08171,1,22964.73,On-Time,0
RPY003296,LA06803,BOR08171,2,22964.73,On-Time,0
RPY003297,LA06803,BOR08171,3,22964.73,On-Time,0
RPY003298,LA06803,BOR08171,4,22964.73,On-Time,0
RPY003299,LA06803,BOR08171,5,22964.73,On-Time,0
RPY003300,LA06803,BOR08171,6,22964.73,On-Time,0
RPY003301,LA06803,BOR08171,7,22964.73,On-Time,0
RPY003302,LA06803,BOR08171,8,22964.73,On-Time,0
RPY003303,LA06803,BOR08171,9,22964.73,On-Time,0
RPY003304,LA06803,BOR08171,10,22964.73,On-Time,0
RPY003305,LA06803,BOR08171,11,22964.73,On-Time,0
RPY003306,LA04383,BOR06496,1,4057.5,On-Time,0
RPY003307,LA04383,BOR06496,2,4057.5,On-Time,0
RPY003308,LA04383,BOR06496,3,4057.5,On-Time,0
RPY003309,LA04383,BOR06496,4,4057.5,On-Time,0
RPY003310,LA04383,BOR06496,5,4057.5,On-Time,0
RPY003311,LA04172,BOR07238,1,49874.33,On-Time,0
RPY003312,LA04172,BOR07238,2,49874.33,On-Time,0
RPY003313,LA04172,BOR07238,3,49874.33,On-Time,0
RPY003314,LA04172,BOR07238,4,49874.33,On-Time,0
RPY003315,LA04172,BOR07238,5,49874.33,On-Time,0
RPY003316,LA04172,BOR07238,6,49874.33,On-Time,0
RPY003317,LA04172,BOR07238,7,49874.33,On-Time,0
RPY003318,LA04172,BOR07238,8,49874.33,On-Time,0
RPY003319,LA01796,BOR00408,1,31369.92,On-Time,0
RPY003320,LA01796,BOR00408,2,31369.92,On-Time,0
RPY003321,LA01796,BOR00408,3,31369.92,On-Time,0
RPY003322,LA01796,BOR00408,4,31369.92,On-Time,0
RPY003323,LA01796,BOR00408,5,31369.92,On-Time,0
RPY003324,LA01796,BOR00408,6,31369.92,On-Time,0
RPY003325,LA01796,BOR00408,7,31369.92,On-Time,0
RPY003326,LA01796,BOR00408,8,31369.92,On-Time,0
RPY003327,LA01796,BOR00408,9,31369.92,On-Time,0
RPY003328,LA01796,BOR00408,10,31369.92,On-Time,0
RPY003329,LA02601,BOR09224,1,60731.12,On-Time,0
RPY003330,LA02601,BOR09224,2,60731.12,On-Time,0
RPY003331,LA02601,BOR09224,3,60731.12,On-Time,0
RPY003332,LA02601,BOR09224,4,60731.12,On-Time,0
RPY003333,LA02601,BOR09224,5,60731.12,On-Time,0
RPY003334,LA02601,BOR09224,6,60731.12,On-Time,0
RPY003335,LA02601,BOR09224,7,60731.12,Late,50
RPY003336,LA02601,BOR09224,8,60731.12,On-Time,0
RPY003337,LA04827,BOR01590,1,959.7,On-Time,0
RPY003338,LA04827,BOR01590,2,959.7,On-Time,0
RPY003339,LA04827,BOR01590,3,959.7,Late,32
RPY003340,LA03890,BOR00710,1,42628.89,On-Time,0
RPY003341,LA03890,BOR00710,2,42628.89,On-Time,0
RPY003342,LA03890,BOR00710,3,42628.89,On-Time,0
RPY003343,LA03890,BOR00710,4,42628.89,On-Time,0
RPY003344,LA03890,BOR00710,5,42628.89,On-Time,0
RPY003345,LA03890,BOR00710,6,42628.89,Late,60
RPY003346,LA03890,BOR00710,7,42628.89,On-Time,0
RPY003347,LA03890,BOR00710,8,42628.89,On-Time,0
RPY003348,LA04285,BOR06171,1,588.81,On-Time,0
RPY003349,LA04285,BOR06171,2,588.81,On-Time,0
RPY003350,LA04285,BOR06171,3,588.81,On-Time,0
RPY003351,LA04285,BOR06171,4,588.81,On-Time,0
RPY003352,LA04285,BOR06171,5,588.81,On-Time,0
RPY003353,LA04285,BOR06171,6,588.81,On-Time,0
RPY003354,LA04285,BOR06171,7,588.81,On-Time,0
RPY003355,LA05629,BOR04677,1,1446.92,On-Time,0
RPY003356,LA05629,BOR04677,2,1446.92,On-Time,0
RPY003357,LA05629,BOR04677,3,1446.92,Late,44
RPY003358,LA05629,BOR04677,4,1446.92,On-Time,0
RPY003359,LA07037,BOR08970,1,15439.34,On-Time,0
RPY003360,LA07037,BOR08970,2,15439.34,On-Time,0
RPY003361,LA07037,BOR08970,3,15439.34,On-Time,0
RPY003362,LA07037,BOR08970,4,15439.34,On-Time,0
RPY003363,LA07037,BOR08970,5,15439.34,On-Time,0
RPY003364,LA07037,BOR08970,6,15439.34,On-Time,0
RPY003365,LA07037,BOR08970,7,15439.34,On-Time,0
RPY003366,LA07037,BOR08970,8,15439.34,On-Time,0
RPY003367,LA06069,BOR06418,1,4687.85,On-Time,0
RPY003368,LA06069,BOR06418,2,4687.85,On-Time,0
RPY003369,LA06069,BOR06418,3,4687.85,On-Time,0
RPY003370,LA06069,BOR06418,4,4687.85,On-Time,0
RPY003371,LA06069,BOR06418,5,4687.85,On-Time,0
RPY003372,LA06069,BOR06418,6,4687.85,On-Time,0
RPY003373,LA06069,BOR06418,7,4687.85,On-Time,0
RPY003374,LA06069,BOR06418,8,4687.85,On-Time,0
RPY003375,LA02612,BOR03550,1,15311.95,On-Time,0
RPY003376,LA02612,BOR03550,2,15311.95,On-Time,0
RPY003377,LA02612,BOR03550,3,15311.95,On-Time,0
RPY003378,LA02612,BOR03550,4,15311.95,On-Time,0
RPY003379,LA02612,BOR03550,5,15311.95,On-Time,0
RPY003380,LA02612,BOR03550,6,15311.95,On-Time,0
RPY003381,LA02612,BOR03550,7,15311.95,On-Time,0
RPY003382,LA02612,BOR03550,8,15311.95,On-Time,0
RPY003383,LA02612,BOR03550,9,15311.95,On-Time,0
RPY003384,LA02612,BOR03550,10,15311.95,Late,44
RPY003385,LA02612,BOR03550,11,15311.95,On-Time,0
RPY003386,LA02612,BOR03550,12,15311.95,On-Time,0
RPY003387,LA01146,BOR05336,1,55934.6,Late,35
RPY003388,LA01146,BOR05336,2,55934.6,Late,20
RPY003389,LA01146,BOR05336,3,55934.6,On-Time,0
RPY003390,LA05211,BOR07120,1,13170.6,On-Time,0
RPY003391,LA05211,BOR07120,2,13170.6,On-Time,0
RPY003392,LA05211,BOR07120,3,13170.6,On-Time,0
RPY003393,LA03504,BOR02177,1,18178.82,On-Time,0
RPY003394,LA03504,BOR02177,2,18178.82,On-Time,0
RPY003395,LA03504,BOR02177,3,18178.82,On-Time,0
RPY003396,LA03504,BOR02177,4,18178.82,On-Time,0
RPY003397,LA01347,BOR02442,1,4065.27,On-Time,0
RPY003398,LA01347,BOR02442,2,4065.27,Late,24
RPY003399,LA01347,BOR02442,3,4065.27,On-Time,0
RPY003400,LA01347,BOR02442,4,4065.27,On-Time,0
RPY003401,LA01347,BOR02442,5,4065.27,On-Time,0
RPY003402,LA01347,BOR02442,6,4065.27,On-Time,0
RPY003403,LA01347,BOR02442,7,4065.27,On-Time,0
RPY003404,LA06516,BOR06762,1,14004.71,On-Time,0
RPY003405,LA06516,BOR06762,2,14004.71,On-Time,0
RPY003406,LA06516,BOR06762,3,14004.71,On-Time,0
RPY003407,LA06516,BOR06762,4,14004.71,On-Time,0
RPY003408,LA06516,BOR06762,5,14004.71,On-Time,0
RPY003409,LA06516,BOR06762,6,14004.71,On-Time,0
RPY003410,LA06516,BOR06762,7,14004.71,On-Time,0
RPY003411,LA06516,BOR06762,8,14004.71,On-Time,0
RPY003412,LA06516,BOR06762,9,14004.71,On-Time,0
RPY003413,LA03482,BOR04391,1,56896.09,On-Time,0
RPY003414,LA03482,BOR04391,2,56896.09,On-Time,0
RPY003415,LA03482,BOR04391,3,56896.09,On-Time,0
RPY003416,LA03482,BOR04391,4,56896.09,On-Time,0
RPY003417,LA03482,BOR04391,5,56896.09,On-Time,0
RPY003418,LA01183,BOR01754,1,9988.55,On-Time,0
RPY003419,LA01183,BOR01754,2,9988.55,On-Time,0
RPY003420,LA01183,BOR01754,3,9988.55,On-Time,0
RPY003421,LA01183,BOR01754,4,9988.55,On-Time,0
RPY003422,LA06263,BOR00830,1,8785.56,On-Time,0
RPY003423,LA06263,BOR00830,2,8785.56,On-Time,0
RPY003424,LA06263,BOR00830,3,8785.56,On-Time,0
RPY003425,LA06263,BOR00830,4,8785.56,On-Time,0
RPY003426,LA03052,BOR03393,1,1050.05,On-Time,0
RPY003427,LA03052,BOR03393,2,1050.05,On-Time,0
RPY003428,LA03052,BOR03393,3,1050.05,On-Time,0
RPY003429,LA03052,BOR03393,4,1050.05,On-Time,0
RPY003430,LA03052,BOR03393,5,1050.05,On-Time,0
RPY003431,LA03052,BOR03393,6,1050.05,On-Time,0
RPY003432,LA03052,BOR03393,7,1050.05,On-Time,0
RPY003433,LA03052,BOR03393,8,1050.05,On-Time,0
RPY003434,LA03052,BOR03393,9,1050.05,On-Time,0
RPY003435,LA05204,BOR05571,1,132077.13,On-Time,0
RPY003436,LA05204,BOR05571,2,132077.13,On-Time,0
RPY003437,LA05204,BOR05571,3,132077.13,On-Time,0
RPY003438,LA02381,BOR02062,1,15353.83,Late,46
RPY003439,LA02381,BOR02062,2,15353.83,On-Time,0
RPY003440,LA02381,BOR02062,3,15353.83,On-Time,0
RPY003441,LA02381,BOR02062,4,15353.83,On-Time,0
RPY003442,LA02381,BOR02062,5,15353.83,Late,27
RPY003443,LA02381,BOR02062,6,15353.83,On-Time,0
RPY003444,LA02381,BOR02062,7,15353.83,On-Time,0
RPY003445,LA02381,BOR02062,8,15353.83,On-Time,0
RPY003446,LA00126,BOR06058,1,83047.01,On-Time,0
RPY003447,LA00126,BOR06058,2,83047.01,Late,20
RPY003448,LA00126,BOR06058,3,83047.01,On-Time,0
RPY003449,LA00126,BOR06058,4,83047.01,On-Time,0
RPY003450,LA00126,BOR06058,5,83047.01,Late,17
RPY003451,LA00126,BOR06058,6,83047.01,On-Time,0
RPY003452,LA00126,BOR06058,7,83047.01,Late,31
RPY003453,LA00126,BOR06058,8,83047.01,On-Time,0
RPY003454,LA00126,BOR06058,9,83047.01,On-Time,0
RPY003455,LA00126,BOR06058,10,83047.01,On-Time,0
RPY003456,LA00501,BOR04888,1,4329.93,On-Time,0
RPY003457,LA00501,BOR04888,2,4329.93,On-Time,0
RPY003458,LA00501,BOR04888,3,4329.93,On-Time,0
RPY003459,LA00501,BOR04888,4,4329.93,On-Time,0
RPY003460,LA00501,BOR04888,5,4329.93,On-Time,0
RPY003461,LA00501,BOR04888,6,4329.93,On-Time,0
RPY003462,LA00501,BOR04888,7,4329.93,Late,59
RPY003463,LA00501,BOR04888,8,4329.93,Late,46
RPY003464,LA00501,BOR04888,9,4329.93,On-Time,0
RPY003465,LA00501,BOR04888,10,4329.93,On-Time,0
RPY003466,LA00501,BOR04888,11,4329.93,On-Time,0
RPY003467,LA00501,BOR04888,12,4329.93,On-Time,0
RPY003468,LA04425,BOR07321,1,13690.1,On-Time,0
RPY003469,LA04425,BOR07321,2,13690.1,On-Time,0
RPY003470,LA04425,BOR07321,3,13690.1,On-Time,0
RPY003471,LA04425,BOR07321,4,13690.1,On-Time,0
RPY003472,LA04425,BOR07321,5,13690.1,Late,35
RPY003473,LA04425,BOR07321,6,13690.1,On-Time,0
RPY003474,LA04425,BOR07321,7,13690.1,On-Time,0
RPY003475,LA05655,BOR03650,1,8663.62,On-Time,0
RPY003476,LA05655,BOR03650,2,8663.62,On-Time,0
RPY003477,LA05655,BOR03650,3,8663.62,On-Time,0
RPY003478,LA05655,BOR03650,4,8663.62,On-Time,0
RPY003479,LA05655,BOR03650,5,8663.62,On-Time,0
RPY003480,LA05640,BOR07084,1,407.93,On-Time,0
RPY003481,LA05640,BOR07084,2,407.93,On-Time,0
RPY003482,LA05640,BOR07084,3,407.93,On-Time,0
RPY003483,LA05640,BOR07084,4,407.93,On-Time,0
RPY003484,LA05640,BOR07084,5,407.93,On-Time,0
RPY003485,LA02235,BOR05961,1,7335.92,On-Time,0
RPY003486,LA02235,BOR05961,2,7335.92,On-Time,0
RPY003487,LA02235,BOR05961,3,7335.92,Late,35
RPY003488,LA01557,BOR07274,1,36116.82,On-Time,0
RPY003489,LA01557,BOR07274,2,36116.82,On-Time,0
RPY003490,LA01557,BOR07274,3,36116.82,On-Time,0
RPY003491,LA01557,BOR07274,4,36116.82,On-Time,0
RPY003492,LA01557,BOR07274,5,36116.82,On-Time,0
RPY003493,LA01557,BOR07274,6,36116.82,On-Time,0
RPY003494,LA01557,BOR07274,7,36116.82,On-Time,0
RPY003495,LA01557,BOR07274,8,36116.82,On-Time,0
RPY003496,LA00223,BOR05361,1,397.86,On-Time,0
RPY003497,LA00223,BOR05361,2,397.86,On-Time,0
RPY003498,LA00223,BOR05361,3,397.86,On-Time,0
RPY003499,LA00223,BOR05361,4,397.86,On-Time,0
RPY003500,LA04910,BOR01175,1,18734.29,On-Time,0
RPY003501,LA04910,BOR01175,2,18734.29,On-Time,0
RPY003502,LA04910,BOR01175,3,18734.29,On-Time,0
RPY003503,LA04910,BOR01175,4,18734.29,On-Time,0
RPY003504,LA04910,BOR01175,5,18734.29,On-Time,0
RPY003505,LA04910,BOR01175,6,18734.29,On-Time,0
RPY003506,LA05381,BOR00361,1,4878.65,On-Time,0
RPY003507,LA05381,BOR00361,2,4878.65,On-Time,0
RPY003508,LA05381,BOR00361,3,4878.65,On-Time,0
RPY003509,LA05381,BOR00361,4,4878.65,On-Time,0
RPY003510,LA05381,BOR00361,5,4878.65,On-Time,0
RPY003511,LA05381,BOR00361,6,4878.65,On-Time,0
RPY003512,LA05381,BOR00361,7,4878.65,On-Time,0
RPY003513,LA05381,BOR00361,8,4878.65,On-Time,0
RPY003514,LA05381,BOR00361,9,4878.65,On-Time,0
RPY003515,LA05381,BOR00361,10,4878.65,Late,35
RPY003516,LA05381,BOR00361,11,4878.65,On-Time,0
RPY003517,LA05381,BOR00361,12,4878.65,On-Time,0
RPY003518,LA01752,BOR02968,1,16926.12,On-Time,0
RPY003519,LA01752,BOR02968,2,16926.12,On-Time,0
RPY003520,LA01752,BOR02968,3,16926.12,On-Time,0
RPY003521,LA01752,BOR02968,4,16926.12,On-Time,0
RPY003522,LA01752,BOR02968,5,16926.12,On-Time,0
RPY003523,LA01752,BOR02968,6,16926.12,On-Time,0
RPY003524,LA01752,BOR02968,7,16926.12,On-Time,0
RPY003525,LA01752,BOR02968,8,16926.12,On-Time,0
RPY003526,LA01752,BOR02968,9,16926.12,On-Time,0
RPY003527,LA01752,BOR02968,10,16926.12,On-Time,0
RPY003528,LA01752,BOR02968,11,16926.12,On-Time,0
RPY003529,LA01946,BOR02646,1,2504.37,On-Time,0
RPY003530,LA01946,BOR02646,2,2504.37,Late,17
RPY003531,LA01946,BOR02646,3,2504.37,On-Time,0
RPY003532,LA01946,BOR02646,4,2504.37,On-Time,0
RPY003533,LA01946,BOR02646,5,2504.37,On-Time,0
RPY003534,LA01946,BOR02646,6,2504.37,On-Time,0
RPY003535,LA01946,BOR02646,7,2504.37,On-Time,0
RPY003536,LA01946,BOR02646,8,2504.37,Late,31
RPY003537,LA02020,BOR04534,1,2135.15,On-Time,0
RPY003538,LA02020,BOR04534,2,2135.15,On-Time,0
RPY003539,LA02020,BOR04534,3,2135.15,On-Time,0
RPY003540,LA02020,BOR04534,4,2135.15,Late,26
RPY003541,LA02020,BOR04534,5,2135.15,On-Time,0
RPY003542,LA02020,BOR04534,6,2135.15,On-Time,0
RPY003543,LA02020,BOR04534,7,2135.15,On-Time,0
RPY003544,LA02020,BOR04534,8,2135.15,Late,27
RPY003545,LA02020,BOR04534,9,2135.15,On-Time,0
RPY003546,LA02020,BOR04534,10,2135.15,On-Time,0
RPY003547,LA04692,BOR05033,1,54144.68,Late,50
RPY003548,LA04692,BOR05033,2,54144.68,On-Time,0
RPY003549,LA04692,BOR05033,3,54144.68,On-Time,0
RPY003550,LA04692,BOR05033,4,54144.68,On-Time,0
RPY003551,LA04692,BOR05033,5,54144.68,On-Time,0
RPY003552,LA04692,BOR05033,6,54144.68,On-Time,0
RPY003553,LA04692,BOR05033,7,54144.68,On-Time,0
RPY003554,LA04692,BOR05033,8,54144.68,On-Time,0
RPY003555,LA02591,BOR03203,1,52544.38,On-Time,0
RPY003556,LA02591,BOR03203,2,52544.38,On-Time,0
RPY003557,LA02591,BOR03203,3,52544.38,On-Time,0
RPY003558,LA02591,BOR03203,4,52544.38,On-Time,0
RPY003559,LA02591,BOR03203,5,52544.38,On-Time,0
RPY003560,LA04572,BOR04283,1,43176.07,On-Time,0
RPY003561,LA04572,BOR04283,2,43176.07,On-Time,0
RPY003562,LA04572,BOR04283,3,43176.07,On-Time,0
RPY003563,LA04572,BOR04283,4,43176.07,On-Time,0
RPY003564,LA04572,BOR04283,5,43176.07,On-Time,0
RPY003565,LA04572,BOR04283,6,43176.07,On-Time,0
RPY003566,LA04572,BOR04283,7,43176.07,On-Time,0
RPY003567,LA04572,BOR04283,8,43176.07,On-Time,0
RPY003568,LA04572,BOR04283,9,43176.07,On-Time,0
RPY003569,LA04572,BOR04283,10,43176.07,Late,31
RPY003570,LA04572,BOR04283,11,43176.07,On-Time,0
RPY003571,LA06980,BOR07277,1,8120.31,On-Time,0
RPY003572,LA06980,BOR07277,2,8120.31,On-Time,0
RPY003573,LA06980,BOR07277,3,8120.31,On-Time,0
RPY003574,LA06980,BOR07277,4,8120.31,On-Time,0
RPY003575,LA06980,BOR07277,5,8120.31,On-Time,0
RPY003576,LA06980,BOR07277,6,8120.31,On-Time,0
RPY003577,LA06980,BOR07277,7,8120.31,On-Time,0
RPY003578,LA06980,BOR07277,8,8120.31,On-Time,0
RPY003579,LA06980,BOR07277,9,8120.31,Late,50
RPY003580,LA06980,BOR07277,10,8120.31,On-Time,0
RPY003581,LA06980,BOR07277,11,8120.31,On-Time,0
RPY003582,LA06980,BOR07277,12,8120.31,On-Time,0
RPY003583,LA01020,BOR04241,1,6367.02,On-Time,0
RPY003584,LA01020,BOR04241,2,6367.02,On-Time,0
RPY003585,LA01020,BOR04241,3,6367.02,On-Time,0
RPY003586,LA01020,BOR04241,4,6367.02,On-Time,0
RPY003587,LA01020,BOR04241,5,6367.02,On-Time,0
RPY003588,LA01020,BOR04241,6,6367.02,On-Time,0
RPY003589,LA01020,BOR04241,7,6367.02,On-Time,0
RPY003590,LA01020,BOR04241,8,6367.02,On-Time,0
RPY003591,LA01020,BOR04241,9,6367.02,On-Time,0
RPY003592,LA01020,BOR04241,10,6367.02,On-Time,0
RPY003593,LA01020,BOR04241,11,6367.02,On-Time,0
RPY003594,LA03529,BOR06430,1,61698.91,On-Time,0
RPY003595,LA03529,BOR06430,2,61698.91,On-Time,0
RPY003596,LA03529,BOR06430,3,61698.91,On-Time,0
RPY003597,LA03529,BOR06430,4,61698.91,On-Time,0
RPY003598,LA03529,BOR06430,5,61698.91,On-Time,0
RPY003599,LA03529,BOR06430,6,61698.91,On-Time,0
RPY003600,LA03529,BOR06430,7,61698.91,On-Time,0
RPY003601,LA03529,BOR06430,8,61698.91,On-Time,0
RPY003602,LA03529,BOR06430,9,61698.91,On-Time,0
RPY003603,LA03529,BOR06430,10,61698.91,On-Time,0
RPY003604,LA04752,BOR05878,1,60201.68,On-Time,0
RPY003605,LA04752,BOR05878,2,60201.68,On-Time,0
RPY003606,LA04752,BOR05878,3,60201.68,Late,37
RPY003607,LA04752,BOR05878,4,60201.68,On-Time,0
RPY003608,LA04752,BOR05878,5,60201.68,Late,60
RPY003609,LA04752,BOR05878,6,60201.68,On-Time,0
RPY003610,LA04752,BOR05878,7,60201.68,On-Time,0
RPY003611,LA04752,BOR05878,8,60201.68,On-Time,0
RPY003612,LA04752,BOR05878,9,60201.68,On-Time,0
RPY003613,LA04752,BOR05878,10,60201.68,On-Time,0
RPY003614,LA04752,BOR05878,11,60201.68,Late,29
RPY003615,LA00249,BOR07002,1,9345.7,On-Time,0
RPY003616,LA00249,BOR07002,2,9345.7,On-Time,0
RPY003617,LA00249,BOR07002,3,9345.7,On-Time,0
RPY003618,LA00249,BOR07002,4,9345.7,On-Time,0
RPY003619,LA00249,BOR07002,5,9345.7,On-Time,0
RPY003620,LA00249,BOR07002,6,9345.7,On-Time,0
RPY003621,LA00249,BOR07002,7,9345.7,On-Time,0
RPY003622,LA00249,BOR07002,8,9345.7,On-Time,0
RPY003623,LA00249,BOR07002,9,9345.7,On-Time,0
RPY003624,LA00249,BOR07002,10,9345.7,On-Time,0
RPY003625,LA00249,BOR07002,11,9345.7,On-Time,0
RPY003626,LA00249,BOR07002,12,9345.7,On-Time,0
RPY003627,LA00728,BOR09948,1,2974.69,On-Time,0
RPY003628,LA00728,BOR09948,2,2974.69,On-Time,0
RPY003629,LA00728,BOR09948,3,2974.69,On-Time,0
RPY003630,LA00728,BOR09948,4,2974.69,On-Time,0
RPY003631,LA00728,BOR09948,5,2974.69,On-Time,0
RPY003632,LA00728,BOR09948,6,2974.69,On-Time,0
RPY003633,LA06342,BOR05056,1,154765.64,Late,25
RPY003634,LA06342,BOR05056,2,154765.64,Late,42
RPY003635,LA06342,BOR05056,3,154765.64,Late,5
RPY003636,LA06342,BOR05056,4,154765.64,On-Time,0
RPY003637,LA06342,BOR05056,5,154765.64,On-Time,0
RPY003638,LA06342,BOR05056,6,154765.64,On-Time,0
RPY003639,LA06342,BOR05056,7,154765.64,On-Time,0
RPY003640,LA01261,BOR01724,1,23394.47,On-Time,0
RPY003641,LA01261,BOR01724,2,23394.47,On-Time,0
RPY003642,LA01261,BOR01724,3,23394.47,On-Time,0
RPY003643,LA01261,BOR01724,4,23394.47,On-Time,0
RPY003644,LA01261,BOR01724,5,23394.47,On-Time,0
