account_id,borrower_id,branch,disbursed_amount,emi_amount,account_status
LA01846,BOR06315,Delhi North,1289205.03,12032.58,Active
LA01847,BOR02256,Pune East,598042.8,27908.66,NPA
LA01848,BOR01967,Mumbai HQ,655073.88,8734.32,Active
LA01849,BOR05269,Delhi North,1981857.71,36994.68,Active
LA01850,BOR09820,Ahmedabad Main,1421850.93,44235.36,Closed
LA01851,BOR03350,Mumbai HQ,789946.76,73728.36,NPA
LA01852,BOR02580,Ahmedabad Main,1728398.94,23045.32,NPA
LA01853,BOR03397,Delhi North,194765.02,908.9,NPA
LA01854,BOR08047,Surat Branch,372796.94,11598.13,Closed
LA01855,BOR03701,Ahmedabad Main,1550154.69,36170.28,Active
LA01856,BOR08556,Delhi North,616818.3,14392.43,Closed
LA01857,BOR07376,Delhi North,544862.76,7264.84,NPA
LA01858,BOR03451,Delhi North,428971.35,8007.47,Active
LA01859,BOR06507,Surat Branch,1919201.41,8956.27,Closed
LA01860,BOR00297,Delhi North,119872.27,11188.08,Active
LA01861,BOR09854,Delhi North,828935.52,15473.46,NPA
LA01862,BOR07153,Mumbai HQ,1049707.2,13996.1,Active
LA01863,BOR01915,Pune East,211856.06,3954.65,Active
LA01864,BOR05583,Delhi North,913279.22,21309.85,Closed
LA01865,BOR01686,Delhi North,928625.05,21667.92,Closed
LA01866,BOR06411,Pune East,1120191.78,34850.41,Closed
LA01867,BOR01432,Ahmedabad Main,1387748.14,43174.39,Closed
LA01868,BOR03230,Pune East,1685277.29,22470.36,Active
LA01869,BOR05944,Mumbai HQ,1519607.52,47276.68,Active
LA01870,BOR01343,Surat Branch,1847840.04,17246.51,Active
LA01871,BOR00978,Delhi North,438021.1,8176.39,Active
LA01872,BOR04365,Surat Branch,972578.79,12967.72,NPA
LA01873,BOR00043,Delhi North,592600.4,11061.87,Active
LA01874,BOR03896,Mumbai HQ,670103.67,3127.15,NPA
LA01875,BOR09348,Delhi North,625695.17,5839.82,NPA
LA01876,BOR03332,Delhi North,146981.03,1371.82,Active
LA01877,BOR01513,Delhi North,365874.72,6829.66,Active
LA01878,BOR09008,Mumbai HQ,1020140.71,31737.71,Closed
LA01879,BOR03922,Delhi North,236942.12,3159.23,NPA
LA01880,BOR05114,Delhi North,265792.48,1653.82,NPA
LA01881,BOR01735,Surat Branch,1496687.43,19955.83,NPA
LA01882,BOR06251,Surat Branch,1329020.37,41347.3,NPA
LA01883,BOR09013,Ahmedabad Main,1544318.35,72068.19,Active
LA01884,BOR03910,Delhi North,841095.42,39251.12,Closed
LA01885,BOR03799,Surat Branch,1091806.63,101901.95,Active
LA01886,BOR08747,Ahmedabad Main,159653.96,3725.26,Active
LA01887,BOR01497,Pune East,1198283.46,22367.96,Closed
LA01888,BOR05094,Ahmedabad Main,1499710.51,69986.49,Closed
LA01889,BOR00846,Delhi North,280085.49,3734.47,Active
LA01890,BOR09384,Pune East,157823.71,982.01,Active
LA01891,BOR02597,Mumbai HQ,1487333.72,46272.6,NPA
LA01892,BOR03116,Mumbai HQ,91496.3,4269.83,Active
LA01893,BOR04368,Ahmedabad Main,1094942.31,14599.23,Active
LA01894,BOR08214,Mumbai HQ,1995351.91,37246.57,Closed
LA01895,BOR07209,Pune East,1551954.22,9656.6,Active
LA01896,BOR09949,Delhi North,940954.3,17564.48,Active
LA01897,BOR08419,Surat Branch,707985.04,3303.93,Active
LA01898,BOR01593,Delhi North,1043831.15,9742.42,Closed
LA01899,BOR08981,Delhi North,58285.73,777.14,Active
LA01900,BOR04048,Surat Branch,1021020.13,95295.21,Active
LA01901,BOR04600,Ahmedabad Main,805928.56,15044.0,Closed
LA01902,BOR07310,Ahmedabad Main,895060.94,11934.15,Active
LA01903,BOR02318,Ahmedabad Main,1381756.22,6448.2,NPA
LA01904,BOR07306,Ahmedabad Main,1437528.72,26833.87,Active
LA01905,BOR06422,Delhi North,1486322.98,34680.87,Closed
LA01906,BOR02628,Ahmedabad Main,1805351.95,33699.9,Closed
LA01907,BOR06373,Ahmedabad Main,1850496.94,34542.61,Active
LA01908,BOR06856,Pune East,888288.23,41453.45,Active
LA01909,BOR01820,Pune East,520811.66,3240.61,Active
LA01910,BOR05119,Mumbai HQ,1129584.51,26356.97,Active
LA01911,BOR01591,Surat Branch,165188.08,2202.51,Active
LA01912,BOR05991,Mumbai HQ,711320.92,13277.99,Active
LA01913,BOR03031,Delhi North,1547705.5,7222.63,Active
LA01914,BOR01637,Ahmedabad Main,961759.53,22441.06,Active
LA01915,BOR08473,Delhi North,1543078.85,144020.69,Active
LA01916,BOR03556,Ahmedabad Main,1707072.76,31865.36,Active
LA01917,BOR05871,Mumbai HQ,475222.67,8870.82,Active
LA01918,BOR07291,Pune East,786092.35,24456.21,Active
LA01919,BOR03010,Mumbai HQ,1419380.5,33118.88,Active
LA01920,BOR05077,Delhi North,300976.33,28091.12,NPA
LA01921,BOR00037,Pune East,1639262.69,15299.79,Active
LA01922,BOR03665,Pune East,1067659.86,99648.25,Closed
LA01923,BOR07202,Mumbai HQ,1219209.0,22758.57,Closed
LA01924,BOR05911,Ahmedabad Main,1207346.77,5634.28,NPA
LA01925,BOR06232,Ahmedabad Main,234608.31,4379.36,Active
LA01926,BOR06807,Ahmedabad Main,1852042.02,43214.31,Active
LA01927,BOR02070,Ahmedabad Main,1563162.69,36473.8,Active
LA01928,BOR07033,Ahmedabad Main,763730.11,7128.15,Active
LA01929,BOR05890,Pune East,74179.68,692.34,Closed
LA01930,BOR06755,Surat Branch,1403753.31,32754.24,Active
LA01931,BOR09567,Ahmedabad Main,1176698.45,7321.68,Active
LA01932,BOR01869,Pune East,1186163.28,36902.86,NPA
LA01933,BOR02085,Delhi North,90605.94,2114.14,Active
LA01934,BOR08860,Surat Branch,1005954.82,13412.73,Active
LA01935,BOR02148,Delhi North,551485.18,10294.39,Closed
LA01936,BOR06704,Pune East,778602.6,7266.96,NPA
LA01937,BOR00661,Pune East,1305024.04,6090.11,Active
LA01938,BOR05027,Delhi North,245541.71,7639.08,Active
LA01939,BOR05208,Mumbai HQ,1004050.4,4685.57,Active
LA01940,BOR06602,Ahmedabad Main,1534681.12,7161.85,NPA
LA01941,BOR09009,Mumbai HQ,1289749.58,17196.66,NPA
LA01942,BOR05670,Mumbai HQ,209539.05,977.85,NPA
LA01943,BOR08554,Pune East,1234841.74,38417.3,Active
LA01944,BOR09959,Pune East,104596.88,976.24,Active
LA01945,BOR04035,Mumbai HQ,1105306.05,34387.3,Active
LA01946,BOR02646,Delhi North,134162.73,2504.37,NPA
LA01947,BOR05054,Ahmedabad Main,1099133.79,10258.58,Active
LA01948,BOR00236,Surat Branch,1709281.73,22790.42,Active
LA01949,BOR09085,Mumbai HQ,1905987.56,88946.09,Active
LA01950,BOR08531,Mumbai HQ,380391.47,1775.16,Active
LA01951,BOR05771,Ahmedabad Main,1838288.3,34314.71,Active
LA01952,BOR03558,Delhi North,1269951.45,7901.92,Active
LA01953,BOR00359,Surat Branch,286413.1,6682.97,Active
LA01954,BOR06405,Delhi North,953992.13,12719.9,Active
LA01955,BOR08652,Delhi North,840816.85,39238.12,Active
LA01956,BOR09687,Pune East,733933.74,34250.24,Active
LA01957,BOR04671,Ahmedabad Main,723483.25,22508.37,NPA
LA01958,BOR09409,Ahmedabad Main,149513.54,6977.3,NPA
LA01959,BOR03471,Mumbai HQ,1018237.15,31678.49,Active
LA01960,BOR00885,Mumbai HQ,712691.04,13303.57,Active
LA01961,BOR06274,Surat Branch,1513663.9,28255.06,NPA
LA01962,BOR01836,Mumbai HQ,784650.55,14646.81,Active
LA01963,BOR01620,Ahmedabad Main,1898636.27,25315.15,Active
LA01964,BOR05917,Surat Branch,771278.15,14397.19,Active
LA01965,BOR04799,Surat Branch,395949.8,5279.33,NPA
LA01966,BOR08555,Mumbai HQ,871374.37,8132.83,Active
LA01967,BOR09342,Surat Branch,79564.42,1856.5,Closed
LA01968,BOR09095,Mumbai HQ,1366091.44,8500.12,NPA
LA01969,BOR04406,Delhi North,945269.63,22056.29,Active
LA01970,BOR04818,Mumbai HQ,1966085.91,9175.07,NPA
LA01971,BOR06767,Ahmedabad Main,1523679.51,142210.09,NPA
LA01972,BOR05263,Mumbai HQ,1602796.27,149594.32,NPA
LA01973,BOR01680,Delhi North,662827.67,8837.7,Closed
LA01974,BOR00171,Mumbai HQ,846105.39,7896.98,Active
LA01975,BOR00981,Delhi North,958144.57,29808.94,Active
LA01976,BOR06784,Ahmedabad Main,647061.88,4026.16,Active
LA01977,BOR08289,Ahmedabad Main,1007086.73,13427.82,Active
LA01978,BOR03365,Pune East,1173550.98,54765.71,NPA
LA01979,BOR05295,Mumbai HQ,1482492.56,69182.99,Active
LA01980,BOR02569,Delhi North,1691820.63,39475.81,NPA
LA01981,BOR00122,Pune East,136454.59,1819.39,Active
LA01982,BOR00414,Delhi North,1286441.22,6003.39,Active
LA01983,BOR05211,Mumbai HQ,1651123.27,77052.42,Active
LA01984,BOR09086,Delhi North,1316728.48,8192.98,Active
LA01985,BOR01692,Pune East,1004041.35,13387.22,Closed
LA01986,BOR04749,Mumbai HQ,1292782.0,30164.91,Closed
LA01987,BOR05819,Delhi North,1707259.59,31868.85,Closed
LA01988,BOR00065,Mumbai HQ,1947636.29,45444.85,Closed
LA01989,BOR06598,Surat Branch,568800.05,7584.0,Active
LA01990,BOR04135,Pune East,921365.72,21498.53,Active
LA01991,BOR02032,Pune East,392623.25,9161.21,Active
LA01992,BOR02492,Delhi North,1840342.15,34353.05,Closed
LA01993,BOR05767,Pune East,1807777.11,8436.29,NPA
LA01994,BOR00930,Delhi North,1919099.85,59705.33,Active
LA01995,BOR08984,Mumbai HQ,107135.76,2499.83,Active
LA01996,BOR03690,Ahmedabad Main,1322005.1,8225.81,Active
LA01997,BOR00797,Pune East,255014.6,2380.14,Closed
LA01998,BOR02413,Delhi North,216029.35,20162.74,Active
LA01999,BOR06816,Surat Branch,1549810.03,9643.26,Active
LA02000,BOR06509,Delhi North,1647102.64,76864.79,Active
LA02001,BOR00688,Surat Branch,1029637.09,48049.73,Active
LA02002,BOR01310,Pune East,561661.22,13105.43,Closed
LA02003,BOR02190,Delhi North,114721.21,713.82,Active
LA02004,BOR03686,Mumbai HQ,197620.32,922.23,Active
LA02005,BOR05357,Delhi North,1879389.99,35081.95,Active
LA02006,BOR01642,Pune East,1942757.84,60441.36,Active
LA02007,BOR00095,Mumbai HQ,1169495.01,5457.64,Closed
LA02008,BOR04655,Ahmedabad Main,290180.49,5416.7,Closed
LA02009,BOR03865,Surat Branch,357908.34,11134.93,Active
LA02010,BOR00788,Pune East,435859.07,8136.04,Active
LA02011,BOR03884,Pune East,1879557.32,175425.35,Active
LA02012,BOR01957,Surat Branch,1825880.25,11361.03,Active
LA02013,BOR03172,Surat Branch,931272.92,21729.7,NPA
LA02014,BOR05514,Pune East,227552.31,5309.55,NPA
LA02015,BOR06454,Ahmedabad Main,1598742.39,49738.65,NPA
LA02016,BOR08696,Mumbai HQ,1653790.63,22050.54,Closed
LA02017,BOR04745,Surat Branch,1544542.83,48052.44,Active
LA02018,BOR06159,Delhi North,1050166.47,4900.78,Active
LA02019,BOR06029,Pune East,813866.8,3798.05,Active
LA02020,BOR04534,Surat Branch,457531.26,2135.15,NPA
LA02021,BOR02614,Surat Branch,552431.5,2578.01,Active
LA02022,BOR00713,Pune East,622412.83,58091.86,Closed
LA02023,BOR09868,Pune East,1412678.04,13185.0,Active
LA02024,BOR07241,Surat Branch,1080990.44,14413.21,NPA
LA02025,BOR07480,Surat Branch,855355.22,39916.58,Active
LA02026,BOR06556,Surat Branch,211670.95,987.8,Active
LA02027,BOR09579,Surat Branch,173136.01,4039.84,NPA
LA02028,BOR04623,Ahmedabad Main,341630.8,10628.51,Active
LA02029,BOR09297,Mumbai HQ,1761729.56,164428.09,NPA
LA02030,BOR05889,Surat Branch,1454025.97,13570.91,NPA
LA02031,BOR00055,Ahmedabad Main,1008905.79,94164.54,Active
LA02032,BOR09108,Surat Branch,163083.5,15221.13,NPA
LA02033,BOR05062,Surat Branch,1392474.59,25992.86,Active
LA02034,BOR07592,Delhi North,1074316.98,6684.64,Closed
LA02035,BOR09950,Ahmedabad Main,1649146.13,7696.02,NPA
LA02036,BOR08307,Surat Branch,910818.32,21252.43,Active
LA02037,BOR02519,Pune East,1024148.18,19117.43,Active
LA02038,BOR08684,Delhi North,1605741.89,29973.85,Active
LA02039,BOR09118,Delhi North,777736.99,72588.79,Closed
LA02040,BOR08495,Pune East,214037.28,998.84,Active
LA02041,BOR05091,Ahmedabad Main,1394227.18,6506.39,Active
LA02042,BOR04495,Ahmedabad Main,951187.88,29592.51,Active
LA02043,BOR03979,Surat Branch,1209653.94,11290.1,NPA
LA02044,BOR05045,Pune East,860346.29,4014.95,Active
LA02045,BOR06500,Ahmedabad Main,414461.39,38683.06,Active
LA02046,BOR05188,Ahmedabad Main,1152988.94,5380.62,Active
LA02047,BOR00581,Pune East,1518752.2,14175.02,Closed
LA02048,BOR02262,Delhi North,643427.84,60053.27,Active
LA02049,BOR01959,Delhi North,1856606.39,34656.65,NPA
LA02050,BOR04027,Ahmedabad Main,1958005.9,182747.22,Active
LA02051,BOR00116,Delhi North,1538077.82,9570.26,Active
LA02052,BOR04805,Surat Branch,1402487.1,13089.88,Active
LA02053,BOR01910,Surat Branch,210682.28,4915.92,Active
LA02054,BOR06866,Ahmedabad Main,1477630.02,27582.43,Active
LA02055,BOR06062,Mumbai HQ,1643086.92,76677.39,Active
LA02056,BOR09122,Mumbai HQ,1687262.14,39369.45,Active
LA02057,BOR00200,Ahmedabad Main,991705.7,46279.6,Closed
LA02058,BOR00223,Ahmedabad Main,188473.4,2512.98,Active
LA02059,BOR08267,Delhi North,1006130.67,31301.84,Active
LA02060,BOR06254,Delhi North,1694882.76,79094.53,Active
LA02061,BOR07163,Surat Branch,1251927.45,29211.64,Closed
LA02062,BOR06703,Ahmedabad Main,380269.12,8872.95,Active
LA02063,BOR00042,Pune East,1150564.37,53693.0,Active
LA02064,BOR07059,Ahmedabad Main,759201.73,4723.92,Active
LA02065,BOR03833,Mumbai HQ,442066.94,2750.64,Active
LA02066,BOR08373,Pune East,642174.31,14984.07,NPA
LA02067,BOR04846,Pune East,518986.32,12109.68,NPA
LA02068,BOR00793,Surat Branch,669677.42,15625.81,NPA
LA02069,BOR01195,Pune East,529773.27,4944.55,Active
LA02070,BOR04650,Surat Branch,1153984.36,7180.35,Active
LA02071,BOR02610,Mumbai HQ,260652.39,8109.19,Closed
LA02072,BOR02926,Pune East,1416967.24,18892.9,NPA
LA02073,BOR00770,Mumbai HQ,1252199.13,16695.99,Active
LA02074,BOR05728,Mumbai HQ,1552321.99,48294.46,Active
LA02075,BOR02804,Mumbai HQ,263802.38,3517.37,Closed
LA02076,BOR07214,Pune East,1568146.13,29272.06,Active
LA02077,BOR04350,Mumbai HQ,270726.14,3609.68,Active
LA02078,BOR01997,Mumbai HQ,1959982.43,9146.58,Closed
LA02079,BOR03345,Surat Branch,988463.75,23064.15,Active
LA02080,BOR06368,Delhi North,767095.37,17898.89,Closed
LA02081,BOR09703,Ahmedabad Main,1404853.59,43706.56,Closed
LA02082,BOR07286,Pune East,1807460.68,84348.17,NPA
LA02083,BOR08295,Mumbai HQ,1610744.51,37584.04,Closed
LA02084,BOR01475,Delhi North,1821444.58,85000.75,Closed
LA02085,BOR04630,Ahmedabad Main,635189.65,2964.22,NPA
LA02086,BOR06145,Surat Branch,1505078.69,35118.5,NPA
LA02087,BOR09581,Pune East,1879962.71,43865.8,Active
LA02088,BOR07016,Surat Branch,587207.03,5480.6,Active
LA02089,BOR08779,Mumbai HQ,1208954.38,7522.38,Active
LA02090,BOR05949,Mumbai HQ,820385.49,38284.66,Closed
LA02091,BOR02023,Surat Branch,1621942.5,75690.65,Closed
LA02092,BOR06327,Ahmedabad Main,864689.72,40352.19,Active
LA02093,BOR01072,Pune East,1736766.04,10806.54,NPA
LA02094,BOR05722,Delhi North,149794.83,932.06,Active
LA02095,BOR06749,Delhi North,1553191.4,14496.45,Active
LA02096,BOR01737,Delhi North,1889835.5,58794.88,Closed
LA02097,BOR01469,Delhi North,1473284.45,68753.27,Active
LA02098,BOR00459,Pune East,544004.69,25386.89,Active
LA02099,BOR08749,Mumbai HQ,1256861.57,7820.47,Active
LA02100,BOR04541,Ahmedabad Main,1360878.41,63507.66,Active
LA02101,BOR06289,Mumbai HQ,1869802.34,17451.49,Active
LA02102,BOR00802,Delhi North,1431599.11,44538.64,Active
LA02103,BOR03218,Surat Branch,754499.05,14083.98,Active
LA02104,BOR00302,Pune East,251930.22,3359.07,Closed
LA02105,BOR05962,Mumbai HQ,948977.23,8857.12,Active
LA02106,BOR05463,Ahmedabad Main,1097798.86,14637.32,Active
LA02107,BOR08598,Mumbai HQ,1593875.82,37190.44,Active
LA02108,BOR05231,Delhi North,1485046.77,34651.09,Active
LA02109,BOR09784,Pune East,1557977.04,72705.6,Active
LA02110,BOR06932,Surat Branch,1096591.11,14621.21,NPA
LA02111,BOR02068,Ahmedabad Main,1137420.36,21231.85,Active
LA02112,BOR05572,Surat Branch,229909.88,10729.13,Active
LA02113,BOR07737,Delhi North,898951.03,83902.1,NPA
LA02114,BOR07789,Mumbai HQ,321674.08,3002.29,Closed
LA02115,BOR09523,Mumbai HQ,343930.79,4585.74,NPA
LA02116,BOR01785,Mumbai HQ,1492733.11,139321.76,NPA
LA02117,BOR07732,Delhi North,1945840.26,18161.18,Active
LA02118,BOR07225,Mumbai HQ,1868502.66,87196.79,Active
LA02119,BOR06092,Mumbai HQ,1504485.08,70209.3,Active
LA02120,BOR01673,Surat Branch,1990070.46,12382.66,Active
LA02121,BOR03121,Surat Branch,1748114.0,23308.19,NPA
LA02122,BOR07393,Mumbai HQ,246868.88,1152.05,NPA
LA02123,BOR06198,Pune East,557625.2,26022.51,Closed
LA02124,BOR07750,Delhi North,1989981.74,12382.11,Active
LA02125,BOR09797,Mumbai HQ,919599.95,17165.87,Closed
LA02126,BOR02217,Ahmedabad Main,1661414.41,77532.67,NPA
LA02127,BOR04037,Mumbai HQ,903803.0,4217.75,Active
LA02128,BOR09792,Surat Branch,466198.3,6215.98,Active
LA02129,BOR00762,Ahmedabad Main,758770.62,7081.86,NPA
LA02130,BOR01358,Surat Branch,604029.06,2818.8,NPA
LA02131,BOR05362,Mumbai HQ,1064734.08,24843.8,NPA
LA02132,BOR00154,Mumbai HQ,676277.02,63119.19,NPA
LA02133,BOR05505,Delhi North,634550.5,19741.57,NPA
LA02134,BOR08444,Pune East,1907009.31,11865.84,NPA
LA02135,BOR00944,Mumbai HQ,107650.91,3349.14,NPA
LA02136,BOR05218,Pune East,1751529.86,54492.04,Active
LA02137,BOR06401,Delhi North,1657831.96,15473.1,Active
LA02138,BOR09837,Surat Branch,1273492.89,29714.83,Active
LA02139,BOR09757,Ahmedabad Main,619514.14,3854.75,NPA
LA02140,BOR02131,Pune East,1158970.98,15452.95,Closed
LA02141,BOR05677,Delhi North,735137.37,34306.41,Closed
LA02142,BOR02814,Pune East,1500713.09,46688.85,Closed
LA02143,BOR07158,Pune East,204336.02,1907.14,Active
LA02144,BOR02387,Ahmedabad Main,1058231.22,4938.41,Active
LA02145,BOR07281,Delhi North,726549.49,9687.33,Active
LA02146,BOR08544,Mumbai HQ,437259.42,13603.63,Active
LA02147,BOR02510,Delhi North,1818985.91,169772.02,Active
LA02148,BOR06582,Ahmedabad Main,1665402.11,77718.77,Active
LA02149,BOR06221,Surat Branch,938715.42,12516.21,Active
LA02150,BOR04556,Delhi North,288645.18,1347.01,Active
LA02151,BOR04737,Ahmedabad Main,220687.67,2942.5,Active
LA02152,BOR02308,Mumbai HQ,557071.62,7427.62,Active
LA02153,BOR06170,Ahmedabad Main,281267.41,3750.23,Active
LA02154,BOR06970,Delhi North,1129377.27,35136.18,Active
LA02155,BOR02677,Mumbai HQ,217006.49,10126.97,Active
LA02156,BOR09598,Surat Branch,509199.42,47525.28,Closed
LA02157,BOR07950,Pune East,1510583.5,28197.56,Active
LA02158,BOR00213,Ahmedabad Main,1175979.78,10975.81,Active
LA02159,BOR05092,Delhi North,1197705.59,5589.29,NPA
LA02160,BOR05266,Delhi North,1922976.74,35895.57,NPA
LA02161,BOR02787,Ahmedabad Main,1429647.1,33358.43,Active
LA02162,BOR05187,Delhi North,450868.72,2805.41,Active
LA02163,BOR07655,Pune East,555974.97,12972.75,Active
LA02164,BOR04656,Delhi North,1880513.74,8775.73,Closed
LA02165,BOR04882,Ahmedabad Main,1217748.06,28414.12,Active
LA02166,BOR01108,Ahmedabad Main,1483630.16,13847.21,Closed
LA02167,BOR06309,Mumbai HQ,167615.36,3911.03,Active
LA02168,BOR02765,Surat Branch,55348.76,344.39,Active
LA02169,BOR02031,Surat Branch,721104.79,13460.62,Closed
LA02170,BOR03994,Delhi North,286893.51,26776.73,Closed
LA02171,BOR05937,Surat Branch,1391456.08,12986.92,Active
LA02172,BOR07182,Delhi North,480233.75,2241.09,NPA
LA02173,BOR07811,Surat Branch,1206701.68,28156.37,Active
LA02174,BOR04717,Surat Branch,744978.38,13906.26,Active
LA02175,BOR06956,Mumbai HQ,689098.27,21438.61,Active
LA02176,BOR06765,Surat Branch,1907803.91,89030.85,NPA
LA02177,BOR02044,Mumbai HQ,111476.25,2601.11,Active
LA02178,BOR01990,Mumbai HQ,812689.8,37925.52,NPA
LA02179,BOR09723,Mumbai HQ,1620703.18,151265.63,Active
LA02180,BOR00167,Ahmedabad Main,1877950.2,87637.68,NPA
LA02181,BOR03059,Pune East,1365633.27,12745.91,Active
LA02182,BOR02367,Delhi North,670256.78,4170.49,Active
LA02183,BOR06688,Ahmedabad Main,1928777.41,60006.41,Active
LA02184,BOR04932,Delhi North,605527.06,2825.79,Active
LA02185,BOR01889,Surat Branch,1350500.54,31511.68,Active
LA02186,BOR03052,Pune East,371468.24,1733.52,NPA
LA02187,BOR07940,Mumbai HQ,1114683.06,5201.85,NPA
LA02188,BOR09855,Mumbai HQ,1258263.13,11743.79,NPA
LA02189,BOR03063,Delhi North,582149.6,18111.32,NPA
LA02190,BOR08335,Ahmedabad Main,1618635.21,21581.8,NPA
LA02191,BOR04058,Surat Branch,348692.16,32544.6,Active
LA02192,BOR01091,Ahmedabad Main,686890.41,12821.95,Active
LA02193,BOR05487,Surat Branch,90301.41,842.81,NPA
LA02194,BOR00253,Ahmedabad Main,1011509.89,13486.8,NPA
LA02195,BOR06219,Pune East,1832584.41,34208.24,Closed
LA02196,BOR03915,Pune East,152800.22,4753.78,Active
LA02197,BOR08366,Pune East,438611.52,4093.71,NPA
LA02198,BOR08773,Ahmedabad Main,730173.71,6814.95,Active
LA02199,BOR03080,Ahmedabad Main,568529.91,7580.4,Closed
LA02200,BOR04977,Mumbai HQ,1131125.62,105571.72,NPA
LA02201,BOR02607,Surat Branch,1977599.11,92287.96,Active
LA02202,BOR02874,Pune East,814900.35,5070.49,Active
LA02203,BOR04622,Mumbai HQ,446884.37,4170.92,Active
LA02204,BOR01854,Surat Branch,1953837.08,36471.63,Active
LA02205,BOR00977,Delhi North,1747914.38,23305.53,Active
LA02206,BOR05843,Surat Branch,1235947.96,57677.57,Active
LA02207,BOR05792,Mumbai HQ,1115745.15,34712.07,Active
LA02208,BOR03592,Pune East,1251197.48,7785.23,Active
LA02209,BOR09764,Ahmedabad Main,784583.72,18306.95,Closed
LA02210,BOR00232,Ahmedabad Main,940655.04,21948.62,NPA
LA02211,BOR06314,Ahmedabad Main,1533032.82,47694.35,Active
LA02212,BOR02303,Surat Branch,299320.59,6984.15,NPA
LA02213,BOR08240,Ahmedabad Main,720657.56,3363.07,Active
LA02214,BOR01755,Delhi North,1228422.07,5732.64,Active
LA02215,BOR09250,Pune East,1636019.38,50898.38,Closed
LA02216,BOR01086,Ahmedabad Main,759375.79,4725.0,Active
LA02217,BOR05622,Pune East,850354.77,11338.06,Closed
LA02218,BOR07097,Surat Branch,1791888.25,33448.58,Active
LA02219,BOR03473,Surat Branch,548149.59,17053.54,NPA
LA02220,BOR00082,Mumbai HQ,1289037.65,24062.04,Active
LA02221,BOR06863,Delhi North,464348.48,2889.28,Active
LA02222,BOR08026,Surat Branch,1716372.21,10679.65,Closed
LA02223,BOR06782,Pune East,729606.59,34048.31,NPA
LA02224,BOR01573,Pune East,1218608.36,7582.45,NPA
LA02225,BOR00953,Delhi North,987574.75,92173.64,Active
LA02226,BOR01607,Surat Branch,88376.51,549.9,Closed
LA02227,BOR03055,Delhi North,396433.57,9250.12,Closed
LA02228,BOR03275,Pune East,305892.58,9516.66,Closed
LA02229,BOR02798,Surat Branch,217776.03,20325.76,Active
LA02230,BOR09894,Delhi North,95208.93,1269.45,NPA
LA02231,BOR00262,Mumbai HQ,806793.35,3765.04,Active
LA02232,BOR01216,Mumbai HQ,1489147.73,19855.3,Active
LA02233,BOR06068,Delhi North,589115.41,13746.03,Closed
LA02234,BOR00586,Pune East,95672.4,1785.88,Active
LA02235,BOR05961,Delhi North,785991.53,7335.92,Active
LA02236,BOR06827,Pune East,986088.83,23008.74,Active
LA02237,BOR05711,Pune East,1688878.82,52542.9,Active
LA02238,BOR03602,Delhi North,1016840.0,31635.02,Active
LA02239,BOR02898,Ahmedabad Main,1505382.55,28100.47,Active
LA02240,BOR01389,Pune East,723413.74,13503.72,Active
LA02241,BOR02481,Surat Branch,981161.09,9157.5,Active
LA02242,BOR09017,Surat Branch,1460321.8,34074.18,Active
LA02243,BOR09604,Pune East,1589745.9,49458.76,Closed
LA02244,BOR05935,Mumbai HQ,1830867.88,56960.33,NPA
LA02245,BOR07765,Surat Branch,1848706.77,24649.42,NPA
LA02246,BOR00215,Ahmedabad Main,679587.04,9061.16,Active
LA02247,BOR05552,Surat Branch,1356978.0,6332.56,NPA
LA02248,BOR00889,Ahmedabad Main,1512335.01,14115.13,Active
LA02249,BOR09622,Ahmedabad Main,1533578.81,35783.51,Active
LA02250,BOR02847,Delhi North,1796012.75,8381.39,NPA
LA02251,BOR07582,Mumbai HQ,1119203.61,5222.95,Active
LA02252,BOR08533,Mumbai HQ,1667143.36,51866.68,Closed
LA02253,BOR02374,Delhi North,1214350.06,37779.78,Active
LA02254,BOR02795,Pune East,797358.67,18605.04,Active
LA02255,BOR06798,Ahmedabad Main,65676.78,1532.46,NPA
LA02256,BOR08453,Mumbai HQ,1126158.59,52554.07,NPA
LA02257,BOR06667,Delhi North,1508913.96,70415.98,Active
LA02258,BOR04832,Delhi North,1340549.18,25023.58,Closed
LA02259,BOR00307,Ahmedabad Main,1046298.49,19530.91,Active
LA02260,BOR05261,Surat Branch,1085408.67,33768.27,NPA
LA02261,BOR09833,Mumbai HQ,1436353.02,6702.98,Closed
LA02262,BOR02071,Mumbai HQ,756606.81,3530.83,Active
LA02263,BOR03102,Delhi North,1196579.88,7445.39,Active
LA02264,BOR04999,Ahmedabad Main,607701.03,11343.75,Closed
LA02265,BOR07824,Surat Branch,1764396.62,16467.7,Active
LA02266,BOR04863,Mumbai HQ,192935.48,9003.66,NPA
LA02267,BOR01970,Surat Branch,1159062.93,10817.92,Active
LA02268,BOR07601,Pune East,1050840.25,4903.92,Active
LA02269,BOR07213,Mumbai HQ,1578055.52,7364.26,Active
LA02270,BOR01053,Mumbai HQ,850224.33,19838.57,Active
LA02271,BOR07560,Mumbai HQ,625241.75,8336.56,NPA
LA02272,BOR02867,Ahmedabad Main,1462225.29,45491.45,Active
LA02273,BOR05984,Surat Branch,1958011.91,45686.94,Active
LA02274,BOR02701,Pune East,1782809.27,166395.53,Closed
LA02275,BOR04725,Pune East,1456041.66,9059.81,Active
LA02276,BOR05095,Ahmedabad Main,282072.06,1755.12,Active
LA02277,BOR06841,Ahmedabad Main,466812.31,8713.83,Active
