borrower_id,age,monthly_income,employment_type,credit_score,dti_ratio,loan_amount,loan_purpose,city,previous_default,risk_score,risk_tier,is_default
BOR02384,24,27132.08,Business Owner,657,0.68,538056.35,Medical,Bengaluru,0,52,HIGH,0
BOR02385,31,82019.03,Salaried,751,0.4,1662167.95,Personal,Jaipur,0,10,LOW,0
BOR02386,65,49394.36,Salaried,592,0.16,338203.59,Personal,Bengaluru,0,30,MEDIUM,0
BOR02387,42,67696.78,Business Owner,681,0.66,1058231.22,Personal,Mumbai,0,42,MEDIUM,0
BOR02388,64,15364.92,Business Owner,750,0.17,644841.84,Home,Ahmedabad,1,43,MEDIUM,0
BOR02389,64,48430.43,Government Employee,788,0.18,561388.45,Home,Ahmedabad,0,0,LOW,0
BOR02390,60,28349.5,Self-Employed,394,0.41,1735331.34,Personal,Pune,1,83,HIGH,0
BOR02391,51,56361.52,Business Owner,706,0.58,692309.37,Education,Delhi,1,52,HIGH,0
BOR02392,29,21050.18,Self-Employed,591,0.18,1397948.84,Business,Bengaluru,1,65,HIGH,1
BOR02393,45,194387.5,Self-Employed,652,0.25,348722.85,Education,Pune,0,12,LOW,0
BOR02394,25,70649.02,Business Owner,621,0.54,1616468.99,Vehicle,Jaipur,0,42,MEDIUM,0
BOR02395,37,17237.6,Salaried,664,0.54,249169.3,Home,Mumbai,0,44,MEDIUM,0
BOR02396,64,42924.49,Self-Employed,644,0.25,1096946.64,Medical,Surat,0,12,LOW,0
BOR02397,27,46289.92,Self-Employed,703,0.43,1110032.39,Home,Surat,0,10,LOW,0
BOR02398,47,45476.07,Salaried,566,0.41,726097.85,Business,Delhi,0,40,MEDIUM,1
BOR02399,22,62510.66,Self-Employed,504,0.54,322044.16,Vehicle,Pune,0,52,HIGH,0
BOR02400,60,17585.35,Business Owner,746,0.58,1848567.82,Business,Pune,1,65,HIGH,0
BOR02401,49,63165.28,Salaried,674,0.64,136689.23,Home,Pune,0,34,MEDIUM,1
BOR02402,31,24398.47,Self-Employed,616,0.42,455571.07,Personal,Jaipur,0,32,MEDIUM,0
BOR02403,29,42985.87,Government Employee,536,0.57,968836.6,Business,Mumbai,0,57,HIGH,0
BOR02404,35,33876.8,Business Owner,738,0.18,1915346.6,Home,Jaipur,0,0,LOW,0
BOR02405,61,100072.75,Business Owner,642,0.19,717140.1,Personal,Jaipur,0,12,LOW,0
BOR02406,23,71556.61,Salaried,507,0.54,465282.79,Business,Ahmedabad,0,52,HIGH,1
BOR02407,61,68167.67,Self-Employed,607,0.27,721562.31,Personal,Ahmedabad,0,20,LOW,0
BOR02408,42,57163.61,Business Owner,657,0.74,1227080.82,Medical,Bengaluru,0,42,MEDIUM,1
BOR02409,51,94864.71,Salaried,601,0.66,871585.28,Education,Pune,0,42,MEDIUM,0
BOR02410,21,67090.86,Business Owner,654,0.4,1358846.25,Education,Mumbai,1,55,HIGH,0
BOR02411,65,45290.26,Self-Employed,663,0.38,1224460.94,Education,Ahmedabad,0,35,MEDIUM,0
BOR02412,36,32117.73,Business Owner,678,0.72,1688595.22,Medical,Ahmedabad,0,42,MEDIUM,0
BOR02413,59,47509.07,Business Owner,701,0.21,216029.35,Medical,Pune,0,5,LOW,0
BOR02414,53,51136.44,Government Employee,751,0.3,330372.46,Vehicle,Ahmedabad,1,33,MEDIUM,0
BOR02415,25,77788.92,Salaried,585,0.37,763651.87,Vehicle,Surat,0,40,MEDIUM,0
BOR02416,49,75688.86,Government Employee,573,0.7,1545545.86,Home,Surat,0,60,HIGH,0
BOR02417,58,65770.58,Business Owner,735,0.73,714221.87,Education,Delhi,0,30,MEDIUM,0
BOR02418,45,18851.38,Self-Employed,688,0.66,273729.22,Business,Pune,0,52,HIGH,0
BOR02419,65,38783.57,Business Owner,611,0.68,329653.75,Home,Mumbai,0,34,MEDIUM,0
BOR02420,41,96319.51,Salaried,621,0.26,1276847.06,Vehicle,Delhi,0,20,LOW,0
BOR02421,34,32755.02,Salaried,686,0.37,1279816.36,Business,Bengaluru,0,30,MEDIUM,0
BOR02422,24,69064.41,Self-Employed,667,0.57,385990.6,Home,Ahmedabad,0,34,MEDIUM,0
BOR02423,48,87832.36,Self-Employed,727,0.61,1172955.31,Home,Ahmedabad,0,22,MEDIUM,0
BOR02424,57,16496.35,Business Owner,632,0.11,600510.59,Personal,Mumbai,0,22,MEDIUM,1
BOR02425,56,37015.02,Salaried,723,0.23,1609836.61,Medical,Surat,0,0,LOW,0
BOR02426,64,15000.0,Government Employee,900,0.18,883661.99,Personal,Jaipur,0,18,LOW,0
BOR02427,31,63928.02,Salaried,693,0.11,212986.86,Vehicle,Pune,1,45,MEDIUM,0
BOR02428,59,88502.3,Salaried,890,0.62,790699.98,Personal,Ahmedabad,0,30,MEDIUM,0
BOR02429,58,75763.61,Salaried,765,0.32,1357867.24,Vehicle,Ahmedabad,0,0,LOW,0
BOR02430,48,52331.04,Government Employee,667,0.69,1983817.36,Medical,Jaipur,1,59,HIGH,0
BOR02431,26,38642.28,Salaried,605,0.22,119741.19,Home,Ahmedabad,0,12,LOW,0
BOR02432,37,34769.4,Business Owner,558,0.68,1918391.78,Home,Delhi,0,52,HIGH,0
BOR02433,30,47195.99,Business Owner,528,0.13,490882.62,Personal,Bengaluru,1,55,HIGH,0
BOR02434,26,53930.87,Salaried,676,0.58,1954279.8,Home,Surat,0,42,MEDIUM,1
BOR02435,46,52757.84,Government Employee,633,0.33,723471.47,Business,Surat,0,12,LOW,0
BOR02436,29,228303.28,Self-Employed,802,0.57,165567.16,Personal,Jaipur,0,35,MEDIUM,0
BOR02437,25,26310.64,Business Owner,700,0.2,870669.58,Vehicle,Jaipur,0,18,LOW,0
BOR02438,52,36170.42,Business Owner,588,0.49,1402304.59,Business,Mumbai,1,73,HIGH,0
BOR02439,57,25083.46,Government Employee,718,0.64,1072967.9,Education,Pune,0,32,MEDIUM,0
BOR02440,28,34867.48,Self-Employed,767,0.69,1911889.94,Home,Jaipur,0,30,MEDIUM,0
BOR02441,56,80570.76,Self-Employed,803,0.15,822939.56,Business,Ahmedabad,0,0,LOW,0
BOR02442,49,32010.1,Business Owner,722,0.35,871128.68,Education,Ahmedabad,0,8,LOW,0
BOR02443,29,67253.69,Salaried,637,0.67,256015.87,Education,Surat,0,34,MEDIUM,0
BOR02444,53,33326.7,Business Owner,824,0.23,251705.29,Medical,Surat,0,8,LOW,0
BOR02445,34,54926.32,Government Employee,737,0.12,857439.11,Personal,Jaipur,0,0,LOW,0
BOR02446,54,32498.92,Self-Employed,570,0.55,1576253.5,Education,Delhi,0,52,HIGH,0
BOR02447,53,36874.48,Self-Employed,668,0.37,1518466.2,Vehicle,Mumbai,0,30,MEDIUM,0
BOR02448,41,28793.07,Business Owner,679,0.07,740636.02,Personal,Jaipur,1,55,HIGH,0
BOR02449,62,21072.99,Self-Employed,579,0.31,1562100.81,Vehicle,Delhi,0,48,HIGH,0
BOR02450,49,68559.39,Self-Employed,734,0.71,501920.4,Education,Ahmedabad,1,55,HIGH,1
BOR02451,22,40298.18,Salaried,588,0.18,114635.32,Home,Jaipur,0,30,MEDIUM,0
BOR02452,54,29328.01,Business Owner,646,0.07,1749629.94,Personal,Mumbai,1,47,HIGH,0
BOR02453,63,67660.6,Business Owner,763,0.23,1632037.04,Business,Surat,0,0,LOW,0
BOR02454,26,38243.7,Government Employee,576,0.4,304339.69,Education,Surat,0,48,HIGH,0
BOR02455,49,56045.65,Self-Employed,605,0.54,948866.69,Medical,Mumbai,0,34,MEDIUM,0
BOR02456,34,37830.6,Self-Employed,799,0.47,593070.9,Medical,Bengaluru,0,18,LOW,1
BOR02457,49,74128.68,Salaried,694,0.53,1933613.7,Home,Bengaluru,0,42,MEDIUM,0
BOR02458,25,25952.95,Self-Employed,699,0.44,1754215.73,Business,Mumbai,0,32,MEDIUM,0
BOR02459,43,83393.75,Self-Employed,646,0.62,992616.83,Medical,Jaipur,0,34,MEDIUM,0
BOR02460,56,96332.12,Salaried,796,0.31,1840692.75,Personal,Bengaluru,0,0,LOW,0
BOR02461,56,112630.34,Self-Employed,707,0.52,1737344.09,Personal,Delhi,0,30,MEDIUM,0
BOR02462,57,65755.32,Salaried,807,0.23,282557.52,Education,Ahmedabad,1,33,MEDIUM,0
BOR02463,57,61309.92,Government Employee,634,0.2,386300.68,Education,Pune,0,12,LOW,0
BOR02464,32,39172.43,Self-Employed,701,0.37,1942452.19,Business,Pune,0,18,LOW,0
BOR02465,42,25712.16,Self-Employed,667,0.58,1866271.87,Vehicle,Jaipur,0,49,HIGH,0
BOR02466,46,84818.89,Government Employee,482,0.56,847744.13,Personal,Surat,0,60,HIGH,0
BOR02467,34,105581.78,Business Owner,781,0.14,849241.02,Personal,Jaipur,0,5,LOW,1
BOR02468,58,38953.26,Salaried,728,0.59,1630948.09,Personal,Jaipur,0,22,MEDIUM,0
BOR02469,58,49098.01,Self-Employed,790,0.45,1022485.45,Medical,Delhi,1,35,MEDIUM,1
BOR02470,65,80124.87,Government Employee,553,0.48,1104608.64,Personal,Jaipur,0,40,MEDIUM,0
BOR02471,38,65751.07,Business Owner,661,0.33,911201.47,Personal,Ahmedabad,1,37,MEDIUM,1
BOR02472,27,51093.69,Government Employee,614,0.65,979426.62,Education,Delhi,0,42,MEDIUM,0
BOR02473,24,117485.3,Self-Employed,773,0.2,824543.73,Vehicle,Bengaluru,0,0,LOW,0
BOR02474,44,33864.22,Government Employee,559,0.75,69712.75,Medical,Jaipur,0,52,HIGH,1
BOR02475,26,40423.38,Government Employee,719,0.33,1312227.43,Education,Ahmedabad,1,25,MEDIUM,0
BOR02476,61,55276.49,Salaried,792,0.56,1689096.6,Vehicle,Mumbai,0,22,MEDIUM,0
BOR02477,34,72762.78,Business Owner,767,0.16,1088940.92,Education,Surat,0,0,LOW,0
BOR02478,32,57723.96,Self-Employed,554,0.62,455400.42,Home,Jaipur,0,60,HIGH,1
BOR02479,65,44451.36,Business Owner,775,0.57,539417.44,Home,Mumbai,0,22,MEDIUM,0
BOR02480,61,47774.08,Self-Employed,725,0.3,827316.16,Home,Bengaluru,0,0,LOW,0
BOR02481,49,41798.92,Salaried,587,0.43,981161.09,Personal,Delhi,0,40,MEDIUM,0
BOR02482,65,46088.93,Self-Employed,707,0.6,1004461.83,Medical,Bengaluru,0,22,MEDIUM,1
BOR02483,34,35318.29,Self-Employed,658,0.42,1313001.28,Business,Mumbai,0,22,MEDIUM,0
BOR02484,56,30646.34,Self-Employed,780,0.69,1226299.0,Business,Jaipur,0,22,MEDIUM,1
BOR02485,44,42309.72,Salaried,810,0.58,234476.05,Business,Delhi,0,22,MEDIUM,0
BOR02486,22,105279.49,Self-Employed,672,0.33,822439.01,Personal,Surat,0,12,LOW,0
BOR02487,52,29607.28,Government Employee,492,0.35,1748123.4,Business,Pune,1,65,HIGH,1
BOR02488,21,23481.81,Self-Employed,556,0.17,655318.11,Personal,Delhi,0,40,MEDIUM,0
BOR02489,64,97658.78,Government Employee,690,0.47,1166883.9,Personal,Delhi,0,22,MEDIUM,1
BOR02490,56,59563.74,Business Owner,480,0.19,858778.38,Personal,Pune,0,30,MEDIUM,1
BOR02491,26,26930.55,Salaried,759,0.21,1883028.53,Personal,Delhi,0,18,LOW,0
BOR02492,32,56578.65,Self-Employed,666,0.44,1840342.15,Personal,Surat,0,22,MEDIUM,0
BOR02493,58,65018.11,Salaried,827,0.35,70234.22,Business,Bengaluru,0,8,LOW,0
BOR02494,40,43891.62,Government Employee,686,0.49,1052491.17,Business,Surat,0,30,MEDIUM,0
BOR02495,60,53976.2,Salaried,895,0.69,238618.61,Personal,Bengaluru,0,30,MEDIUM,1
BOR02496,43,17159.75,Government Employee,741,0.23,866010.45,Business,Bengaluru,0,10,LOW,0
BOR02497,56,46286.19,Salaried,731,0.51,1027288.23,Business,Delhi,0,22,MEDIUM,0
BOR02498,49,35288.55,Business Owner,675,0.4,226613.24,Business,Mumbai,0,30,MEDIUM,1
BOR02499,46,69961.84,Business Owner,900,0.09,129124.75,Vehicle,Pune,1,33,MEDIUM,0
BOR02500,45,73424.88,Business Owner,603,0.7,1906988.65,Vehicle,Delhi,0,42,MEDIUM,0
BOR02501,32,39660.86,Salaried,639,0.63,1387757.04,Personal,Ahmedabad,1,64,HIGH,1
BOR02502,42,19973.83,Business Owner,650,0.68,616937.92,Personal,Mumbai,0,52,HIGH,0
BOR02503,50,70715.11,Government Employee,565,0.13,880757.02,Vehicle,Jaipur,1,55,HIGH,0
BOR02504,46,82804.8,Business Owner,723,0.55,1587870.16,Medical,Bengaluru,0,30,MEDIUM,1
BOR02505,40,33958.12,Salaried,667,0.31,1224246.77,Vehicle,Bengaluru,0,20,LOW,1
BOR02506,35,109006.29,Business Owner,746,0.46,1544519.23,Home,Jaipur,0,10,LOW,0
BOR02507,22,49236.57,Salaried,658,0.72,1630761.21,Personal,Pune,0,34,MEDIUM,0
BOR02508,59,50934.95,Salaried,633,0.08,1269671.01,Medical,Ahmedabad,1,45,MEDIUM,1
BOR02509,57,17113.54,Government Employee,863,0.1,1028249.33,Medical,Ahmedabad,1,35,MEDIUM,0
BOR02510,59,52979.62,Self-Employed,715,0.39,1818985.91,Education,Pune,0,18,LOW,0
BOR02511,35,47621.81,Self-Employed,613,0.16,1536692.04,Education,Pune,0,12,LOW,1
BOR02512,24,44669.12,Self-Employed,536,0.3,1874485.87,Personal,Surat,0,30,MEDIUM,0
BOR02513,21,153053.57,Government Employee,568,0.6,183171.89,Vehicle,Bengaluru,0,52,HIGH,0
BOR02514,45,29261.18,Business Owner,640,0.17,670101.74,Medical,Surat,0,30,MEDIUM,0
BOR02515,28,93343.16,Self-Employed,681,0.09,1695324.71,Vehicle,Pune,1,45,MEDIUM,0
BOR02516,58,26421.47,Self-Employed,792,0.6,1586659.39,Vehicle,Pune,1,65,HIGH,0
BOR02517,27,70650.49,Salaried,728,0.08,1162905.06,Personal,Ahmedabad,0,0,LOW,0
BOR02518,24,70113.25,Self-Employed,895,0.59,1061790.19,Personal,Jaipur,0,27,MEDIUM,0
BOR02519,47,146173.19,Salaried,618,0.08,1024148.18,Home,Delhi,0,20,LOW,0
BOR02520,57,110408.51,Business Owner,714,0.63,72532.0,Medical,Surat,0,30,MEDIUM,0
BOR02521,46,62915.5,Government Employee,527,0.39,1293472.38,Education,Delhi,0,48,HIGH,0
BOR02522,63,45017.52,Salaried,606,0.69,750219.09,Medical,Jaipur,1,67,HIGH,1
BOR02523,46,74163.65,Government Employee,776,0.12,1622523.11,Vehicle,Mumbai,0,8,LOW,0
BOR02524,39,17374.46,Government Employee,678,0.14,1817941.38,Vehicle,Ahmedabad,0,30,MEDIUM,0
BOR02525,55,85899.28,Government Employee,663,0.14,1547587.67,Education,Pune,0,12,LOW,0
BOR02526,23,70582.1,Salaried,711,0.63,788033.89,Personal,Mumbai,0,22,MEDIUM,0
BOR02527,52,58152.85,Self-Employed,655,0.15,1447757.06,Vehicle,Delhi,0,12,LOW,0
BOR02528,21,26681.07,Business Owner,579,0.18,811433.93,Home,Delhi,0,48,HIGH,0
BOR02529,35,69889.89,Business Owner,681,0.24,417414.73,Home,Delhi,1,37,MEDIUM,0
BOR02530,63,45740.7,Self-Employed,641,0.05,297406.98,Medical,Pune,0,12,LOW,0
BOR02531,35,42083.27,Salaried,774,0.7,598022.95,Home,Mumbai,0,22,MEDIUM,0
BOR02532,61,41455.59,Government Employee,559,0.08,1536015.24,Vehicle,Ahmedabad,1,63,HIGH,1
BOR02533,26,71098.81,Self-Employed,661,0.11,1883628.67,Medical,Ahmedabad,1,45,MEDIUM,0
BOR02534,40,49796.4,Self-Employed,824,0.62,1987090.04,Business,Delhi,0,22,MEDIUM,0
BOR02535,43,48519.44,Self-Employed,706,0.42,1546126.97,Education,Mumbai,0,10,LOW,0
BOR02536,30,27188.2,Business Owner,660,0.19,1508311.44,Vehicle,Surat,1,47,HIGH,0
BOR02537,56,66487.09,Salaried,540,0.31,1970564.5,Education,Mumbai,0,30,MEDIUM,0
BOR02538,37,54199.26,Government Employee,689,0.42,898538.94,Personal,Surat,1,55,HIGH,0
BOR02539,63,50043.29,Self-Employed,773,0.55,661141.58,Home,Delhi,0,30,MEDIUM,0
BOR02540,29,57943.24,Government Employee,813,0.64,1330500.65,Home,Delhi,0,22,MEDIUM,0
BOR02541,61,29828.07,Salaried,692,0.15,209158.09,Education,Delhi,0,30,MEDIUM,0
BOR02542,34,51135.46,Self-Employed,583,0.62,1601608.42,Personal,Mumbai,0,60,HIGH,0
BOR02543,58,79074.64,Government Employee,889,0.07,892665.28,Business,Bengaluru,0,8,LOW,0
BOR02544,40,48605.74,Government Employee,725,0.49,1416981.06,Business,Pune,0,18,LOW,0
BOR02545,24,51136.78,Self-Employed,615,0.47,1166740.75,Vehicle,Surat,0,22,MEDIUM,0
BOR02546,52,19724.56,Business Owner,616,0.18,468053.3,Vehicle,Delhi,0,22,MEDIUM,1
BOR02547,49,24441.09,Self-Employed,833,0.2,1477079.88,Medical,Surat,0,10,LOW,0
BOR02548,52,46279.07,Business Owner,648,0.34,85097.65,Personal,Ahmedabad,0,25,MEDIUM,0
BOR02549,29,76464.12,Self-Employed,579,0.14,1737639.34,Vehicle,Jaipur,0,30,MEDIUM,0
BOR02550,55,33408.58,Self-Employed,686,0.35,1590765.59,Personal,Pune,0,20,LOW,0
BOR02551,44,81992.62,Government Employee,725,0.07,1805261.2,Personal,Delhi,0,0,LOW,0
BOR02552,37,55501.35,Business Owner,687,0.45,1066049.69,Medical,Ahmedabad,0,22,MEDIUM,0
BOR02553,48,59881.2,Business Owner,698,0.07,1935399.47,Vehicle,Surat,0,12,LOW,0
BOR02554,22,29290.36,Business Owner,684,0.11,542219.53,Business,Pune,0,30,MEDIUM,0
BOR02555,56,28657.08,Business Owner,687,0.45,192840.42,Vehicle,Mumbai,0,32,MEDIUM,0
BOR02556,65,38548.64,Government Employee,900,0.37,1018262.23,Personal,Surat,1,43,MEDIUM,1
BOR02557,56,48052.66,Government Employee,553,0.39,1675225.82,Education,Pune,1,65,HIGH,1
BOR02558,56,45839.89,Business Owner,726,0.19,1583914.57,Vehicle,Bengaluru,0,8,LOW,0
BOR02559,22,113174.03,Salaried,626,0.28,209895.21,Business,Delhi,0,12,LOW,0
BOR02560,37,22220.84,Government Employee,753,0.11,560019.6,Business,Surat,0,10,LOW,0
BOR02561,37,24580.3,Government Employee,640,0.29,1686529.02,Medical,Pune,0,22,MEDIUM,0
BOR02562,60,43096.19,Government Employee,673,0.46,804853.76,Vehicle,Ahmedabad,0,22,MEDIUM,0
BOR02563,48,69187.97,Business Owner,618,0.45,161412.95,Business,Delhi,1,47,HIGH,0
BOR02564,27,42750.47,Business Owner,678,0.38,1255221.88,Vehicle,Bengaluru,1,55,HIGH,1
BOR02565,50,52828.12,Government Employee,688,0.62,1473807.02,Personal,Pune,1,59,HIGH,0
BOR02566,55,60961.81,Government Employee,755,0.52,1859399.74,Business,Delhi,0,22,MEDIUM,0
BOR02567,58,59654.03,Business Owner,720,0.24,1986075.79,Personal,Mumbai,0,0,LOW,0
BOR02568,52,22223.12,Government Employee,684,0.41,817730.78,Education,Surat,1,65,HIGH,0
BOR02569,49,62302.31,Salaried,745,0.24,1691820.63,Medical,Jaipur,0,0,LOW,0
BOR02570,29,34676.75,Business Owner,620,0.47,520608.19,Personal,Bengaluru,1,47,HIGH,0
BOR02571,41,36788.83,Self-Employed,728,0.61,1761182.06,Vehicle,Pune,0,22,MEDIUM,0
BOR02572,51,82202.46,Salaried,643,0.31,1087586.71,Vehicle,Mumbai,1,37,MEDIUM,1
BOR02573,47,77186.6,Government Employee,691,0.38,133653.78,Education,Ahmedabad,0,30,MEDIUM,1
BOR02574,21,46067.23,Government Employee,660,0.64,1631055.85,Medical,Ahmedabad,0,34,MEDIUM,0
BOR02575,54,71204.1,Self-Employed,709,0.7,892168.45,Vehicle,Bengaluru,0,30,MEDIUM,0
BOR02576,23,152957.09,Self-Employed,603,0.24,1811686.46,Vehicle,Mumbai,1,37,MEDIUM,0
BOR02577,25,63516.24,Salaried,632,0.08,399126.57,Personal,Bengaluru,0,12,LOW,0
BOR02578,40,31740.75,Business Owner,679,0.41,1153273.87,Personal,Surat,0,30,MEDIUM,0
BOR02579,41,52505.66,Government Employee,900,0.46,1426338.29,Personal,Jaipur,0,10,LOW,0
BOR02580,32,44708.87,Government Employee,578,0.35,1728398.94,Personal,Surat,1,63,HIGH,0
BOR02581,28,56190.63,Self-Employed,493,0.65,1771940.11,Personal,Mumbai,0,52,HIGH,1
BOR02582,59,46817.93,Business Owner,681,0.34,1822992.05,Vehicle,Ahmedabad,1,37,MEDIUM,0
BOR02583,21,72933.27,Government Employee,767,0.13,1274538.58,Personal,Delhi,0,0,LOW,0
BOR02584,54,38109.36,Self-Employed,666,0.73,1085270.73,Education,Delhi,0,42,MEDIUM,0
BOR02585,48,33421.0,Business Owner,578,0.39,1742554.53,Education,Pune,0,45,MEDIUM,0
BOR02586,56,57236.52,Self-Employed,565,0.39,529123.76,Home,Bengaluru,0,40,MEDIUM,0
BOR02587,38,39842.38,Salaried,590,0.73,470443.55,Vehicle,Bengaluru,0,60,HIGH,1
BOR02588,42,64527.17,Self-Employed,842,0.57,1268739.3,Home,Jaipur,0,30,MEDIUM,0
BOR02589,59,25570.79,Government Employee,513,0.69,476942.48,Business,Delhi,0,62,HIGH,0
BOR02590,22,46053.39,Government Employee,681,0.53,586598.09,Home,Ahmedabad,1,59,HIGH,0
BOR02591,26,54684.18,Business Owner,639,0.52,619802.12,Vehicle,Bengaluru,0,34,MEDIUM,0
BOR02592,29,44341.68,Salaried,713,0.45,1755248.27,Medical,Delhi,0,18,LOW,0
BOR02593,54,82472.11,Business Owner,504,0.71,1220005.95,Vehicle,Jaipur,0,60,HIGH,1
BOR02594,27,40763.01,Business Owner,699,0.59,355787.38,Vehicle,Delhi,1,67,HIGH,0
BOR02595,27,30977.36,Business Owner,835,0.59,762002.91,Personal,Delhi,1,47,HIGH,1
BOR02596,24,35678.2,Salaried,676,0.57,690272.34,Education,Ahmedabad,0,42,MEDIUM,1
BOR02597,39,64732.01,Business Owner,626,0.51,1487333.72,Business,Bengaluru,0,34,MEDIUM,0
BOR02598,22,19471.62,Government Employee,641,0.47,1864047.65,Education,Jaipur,1,65,HIGH,1
BOR02599,24,82020.15,Self-Employed,649,0.36,905346.61,Education,Surat,1,55,HIGH,0
BOR02600,44,32105.51,Business Owner,763,0.65,472808.96,Personal,Jaipur,0,22,MEDIUM,0
BOR02601,60,41548.33,Salaried,634,0.67,171142.23,Education,Pune,1,67,HIGH,0
BOR02602,47,52824.38,Government Employee,749,0.52,900934.93,Vehicle,Bengaluru,0,22,MEDIUM,0
BOR02603,44,161273.47,Self-Employed,754,0.36,1863751.97,Personal,Surat,0,10,LOW,0
BOR02604,30,87546.03,Government Employee,634,0.71,824736.55,Vehicle,Bengaluru,0,42,MEDIUM,1
BOR02605,61,29350.53,Salaried,685,0.44,601689.47,Education,Delhi,0,32,MEDIUM,0
BOR02606,44,51719.23,Government Employee,582,0.19,876727.22,Business,Bengaluru,0,30,MEDIUM,0
BOR02607,24,44907.17,Business Owner,715,0.07,1977599.11,Medical,Delhi,0,0,LOW,0
BOR02608,42,58700.1,Government Employee,725,0.46,232304.95,Medical,Pune,0,10,LOW,0
BOR02609,60,56697.33,Self-Employed,634,0.74,120291.29,Business,Bengaluru,0,42,MEDIUM,1
BOR02610,44,37913.01,Self-Employed,572,0.08,260652.39,Vehicle,Ahmedabad,0,30,MEDIUM,0
BOR02611,36,119657.35,Self-Employed,681,0.69,1024559.75,Home,Pune,0,34,MEDIUM,0
BOR02612,62,43808.08,Salaried,596,0.12,629450.69,Personal,Surat,0,38,MEDIUM,0
BOR02613,29,212740.62,Salaried,583,0.26,1049382.06,Home,Surat,0,30,MEDIUM,1
BOR02614,47,39560.09,Business Owner,717,0.19,552431.5,Medical,Jaipur,0,0,LOW,0
BOR02615,49,66178.21,Business Owner,766,0.48,975024.43,Education,Surat,0,18,LOW,0
BOR02616,37,121031.27,Government Employee,725,0.11,1252378.8,Education,Jaipur,0,8,LOW,0
BOR02617,33,28911.21,Business Owner,656,0.64,1271880.27,Business,Delhi,1,69,HIGH,0
BOR02618,47,57177.53,Salaried,866,0.22,405020.33,Vehicle,Delhi,0,8,LOW,0
BOR02619,24,24369.73,Self-Employed,788,0.59,499287.41,Medical,Bengaluru,0,32,MEDIUM,0
BOR02620,52,53635.0,Business Owner,755,0.6,1027813.97,Home,Surat,0,30,MEDIUM,0
BOR02621,49,46583.54,Government Employee,604,0.09,1029710.59,Business,Ahmedabad,0,20,LOW,0
BOR02622,61,71355.98,Government Employee,738,0.2,1296337.84,Business,Mumbai,0,0,LOW,0
BOR02623,37,79700.29,Government Employee,678,0.08,1771480.15,Education,Ahmedabad,1,37,MEDIUM,0
BOR02624,37,36318.73,Government Employee,539,0.11,317711.68,Vehicle,Pune,0,30,MEDIUM,0
BOR02625,63,73842.27,Salaried,718,0.21,779429.06,Home,Ahmedabad,0,8,LOW,0
BOR02626,32,30245.68,Self-Employed,631,0.65,850975.37,Vehicle,Bengaluru,0,42,MEDIUM,1
BOR02627,34,38817.27,Salaried,546,0.48,129086.68,Medical,Ahmedabad,0,48,HIGH,1
BOR02628,26,32570.39,Business Owner,577,0.46,1805351.95,Medical,Pune,0,48,HIGH,0
BOR02629,51,39885.2,Salaried,613,0.72,1252021.61,Personal,Delhi,1,59,HIGH,0
BOR02630,23,21731.05,Business Owner,862,0.14,984312.98,Medical,Ahmedabad,0,23,MEDIUM,0
BOR02631,29,91699.33,Salaried,609,0.61,1195964.26,Education,Ahmedabad,0,42,MEDIUM,0
BOR02632,30,56174.08,Salaried,717,0.25,211234.98,Vehicle,Surat,0,0,LOW,0
BOR02633,23,88924.5,Self-Employed,606,0.29,833327.06,Personal,Jaipur,0,12,LOW,0
BOR02634,42,84630.79,Self-Employed,630,0.33,1883344.27,Home,Mumbai,0,20,LOW,0
BOR02635,21,25136.31,Business Owner,745,0.27,1000485.06,Personal,Mumbai,1,43,MEDIUM,1
BOR02636,45,93468.45,Government Employee,900,0.45,1945085.59,Education,Ahmedabad,0,10,LOW,0
BOR02637,39,26906.88,Business Owner,742,0.46,695151.76,Home,Jaipur,1,53,HIGH,1
BOR02638,30,39938.63,Business Owner,750,0.6,1382638.06,Personal,Bengaluru,0,30,MEDIUM,1
BOR02639,23,23499.99,Business Owner,566,0.4,679837.93,Education,Ahmedabad,0,50,HIGH,0
BOR02640,44,33258.4,Self-Employed,687,0.27,446011.3,Vehicle,Bengaluru,0,20,LOW,0
BOR02641,24,35577.17,Salaried,739,0.37,840959.84,Education,Bengaluru,0,10,LOW,0
BOR02642,21,81915.81,Business Owner,733,0.54,267072.31,Vehicle,Pune,0,22,MEDIUM,0
BOR02643,61,110127.47,Government Employee,717,0.32,1301790.42,Business,Surat,0,8,LOW,1
BOR02644,59,26676.86,Salaried,802,0.07,1937351.15,Business,Ahmedabad,0,10,LOW,0
BOR02645,58,36222.0,Salaried,761,0.55,1549702.24,Vehicle,Pune,0,30,MEDIUM,0
BOR02646,52,107674.4,Salaried,721,0.7,134162.73,Education,Bengaluru,0,22,MEDIUM,0
BOR02647,44,23200.3,Government Employee,597,0.05,1712359.2,Personal,Mumbai,0,48,HIGH,0
BOR02648,62,94975.31,Business Owner,664,0.37,1322478.28,Medical,Surat,0,27,MEDIUM,0
BOR02649,61,51010.5,Government Employee,748,0.57,1144170.36,Business,Jaipur,0,22,MEDIUM,0
BOR02650,25,69436.05,Business Owner,705,0.08,181124.11,Personal,Surat,0,8,LOW,0
BOR02651,43,44164.02,Government Employee,651,0.24,1709717.47,Home,Mumbai,1,45,MEDIUM,1
