borrower_id,age,monthly_income,employment_type,years_employed,education,credit_score,existing_loans,loan_amount,loan_purpose,loan_tenure_months,dti_ratio,marital_status,dependents,city,previous_default,application_date,is_default
BOR01554,59,25679.01,Salaried,13.1,Doctorate,731,2,1273433.08,Vehicle,120,0.35,Married,0,Jaipur,1,2025-10-15,0
BOR01555,22,61408.39,Salaried,17.1,Doctorate,511,2,1387703.23,Personal,60,0.44,Divorced,4,Jaipur,0,2025-08-19,0
BOR01556,53,27422.2,Self-Employed,12.0,Post Graduate,654,0,851359.3,Vehicle,60,0.64,Divorced,2,Mumbai,1,2026-06-01,0
BOR01557,55,42174.46,Salaried,18.1,Doctorate,571,2,1563991.18,Business,12,0.24,Married,0,Jaipur,1,2025-10-06,0
BOR01558,21,59545.1,Business Owner,12.0,Graduate,702,0,1679603.82,Home,36,0.33,Married,0,Surat,1,2024-09-20,0
BOR01559,24,44483.14,Salaried,26.3,Graduate,611,2,1092550.51,Education,84,0.41,Single,0,Pune,1,2025-03-24,0
BOR01560,63,82814.1,Salaried,25.0,Post Graduate,828,3,644986.48,Business,240,0.22,Divorced,3,Delhi,0,2026-02-08,0
BOR01561,47,38492.52,Self-Employed,1.4,High School,624,1,1854635.96,Personal,84,0.69,Single,0,Mumbai,0,2026-01-18,0
BOR01562,64,62667.85,Government Employee,8.8,High School,647,4,1782778.84,Business,84,0.5,Single,2,Surat,1,2025-05-14,1
BOR01563,57,45720.47,Self-Employed,14.4,Doctorate,746,4,1346684.57,Education,120,0.36,Single,4,Jaipur,0,2026-04-07,0
BOR01564,54,18869.87,Government Employee,26.7,Graduate,798,3,1762464.4,Home,12,0.13,Single,3,Delhi,0,2024-07-26,1
BOR01565,38,50834.99,Business Owner,16.8,Post Graduate,642,2,306477.08,Business,12,0.33,Married,2,Surat,0,2026-04-28,0
BOR01566,44,46881.71,Self-Employed,13.1,Post Graduate,676,0,786768.12,Vehicle,24,0.28,Married,4,Pune,0,2025-04-03,0
BOR01567,48,20627.89,Self-Employed,23.8,Graduate,814,1,293524.16,Home,84,0.22,Divorced,2,Surat,0,2024-10-14,0
BOR01568,51,50044.25,Government Employee,5.1,Post Graduate,719,4,612718.72,Education,84,0.47,Divorced,3,Delhi,0,2025-02-11,0
BOR01569,41,78887.25,Salaried,21.0,Doctorate,588,0,1940425.85,Education,84,0.56,Single,0,Mumbai,1,2025-07-03,1
BOR01570,36,62114.58,Government Employee,29.1,Graduate,655,1,1895684.47,Home,180,0.22,Divorced,1,Bengaluru,0,2025-02-27,0
BOR01571,38,74860.78,Self-Employed,20.1,Post Graduate,488,4,675920.78,Medical,84,0.44,Single,1,Pune,0,2024-11-13,0
BOR01572,43,46651.15,Self-Employed,2.0,Post Graduate,625,0,841856.42,Business,84,0.39,Divorced,0,Surat,0,2024-07-24,0
BOR01573,54,60847.83,Salaried,22.9,Post Graduate,722,2,1218608.36,Education,180,0.37,Married,3,Mumbai,0,2025-07-13,0
BOR01574,30,34412.91,Business Owner,17.4,Doctorate,615,4,1477010.27,Medical,60,0.13,Married,0,Delhi,1,2024-09-26,0
BOR01575,37,46382.03,Business Owner,15.9,Graduate,599,0,700071.58,Personal,240,0.42,Single,1,Ahmedabad,0,2024-11-03,1
BOR01576,25,74681.81,Self-Employed,16.0,Graduate,646,4,1840966.13,Vehicle,120,0.71,Divorced,3,Pune,0,2026-06-11,0
BOR01577,56,15000.0,Salaried,9.5,Post Graduate,646,1,985842.09,Personal,48,0.06,Divorced,3,Mumbai,0,2026-01-24,0
BOR01578,28,29165.1,Government Employee,24.4,Post Graduate,533,3,687093.72,Medical,48,0.7,Divorced,1,Surat,1,2025-02-17,1
BOR01579,53,26404.42,Salaried,22.1,Post Graduate,689,3,1386840.2,Vehicle,60,0.25,Married,3,Ahmedabad,0,2024-10-02,0
BOR01580,31,95255.73,Government Employee,18.9,High School,708,2,487743.59,Personal,36,0.46,Divorced,2,Surat,0,2024-07-20,0
BOR01581,42,36197.61,Salaried,15.9,High School,721,0,268722.79,Business,240,0.29,Single,4,Ahmedabad,0,2025-03-21,0
BOR01582,64,38966.39,Business Owner,19.5,Graduate,617,0,1423329.9,Business,120,0.51,Married,2,Mumbai,0,2024-12-18,0
BOR01583,53,27524.14,Business Owner,19.1,Doctorate,522,4,772888.71,Vehicle,240,0.69,Married,3,Delhi,1,2025-01-26,1
BOR01584,54,40337.55,Self-Employed,16.2,High School,694,4,150117.16,Vehicle,24,0.36,Divorced,3,Bengaluru,0,2025-08-16,0
BOR01585,40,46708.81,Self-Employed,3.0,Doctorate,642,0,951138.09,Education,240,0.26,Married,2,Jaipur,0,2025-02-09,0
BOR01586,34,30550.21,Government Employee,0.9,Doctorate,734,1,1069990.96,Personal,240,0.12,Single,1,Bengaluru,1,2026-01-31,0
BOR01587,48,25372.83,Salaried,26.6,High School,749,4,529235.29,Personal,240,0.11,Married,4,Ahmedabad,0,2026-01-18,0
BOR01588,60,29699.68,Self-Employed,17.6,High School,612,3,962620.13,Home,84,0.27,Divorced,3,Surat,0,2024-12-05,0
BOR01589,44,23543.56,Salaried,3.8,Post Graduate,634,4,1099999.03,Home,180,0.72,Single,2,Mumbai,0,2025-09-20,1
BOR01590,28,79830.13,Salaried,4.0,Graduate,726,4,205649.44,Vehicle,240,0.14,Divorced,3,Delhi,0,2025-12-08,0
BOR01591,36,79954.34,Government Employee,3.7,High School,726,4,165188.08,Business,84,0.63,Single,4,Bengaluru,0,2025-04-22,0
BOR01592,29,28230.69,Business Owner,11.4,Graduate,650,3,452838.95,Home,84,0.7,Divorced,3,Mumbai,0,2025-06-04,1
BOR01593,49,33186.57,Salaried,24.0,Graduate,799,2,1043831.15,Business,120,0.45,Single,2,Mumbai,0,2026-05-16,0
BOR01594,61,26946.42,Business Owner,10.0,Post Graduate,760,3,226177.77,Medical,60,0.37,Single,0,Bengaluru,0,2024-12-06,0
BOR01595,36,76609.54,Government Employee,18.4,Graduate,844,2,726098.84,Home,24,0.32,Single,3,Bengaluru,0,2024-08-14,0
BOR01596,36,39940.92,Government Employee,0.1,Doctorate,744,1,941024.68,Vehicle,240,0.47,Divorced,3,Surat,0,2025-12-28,0
BOR01597,54,153403.34,Salaried,13.9,Doctorate,624,2,550028.26,Medical,120,0.1,Single,4,Bengaluru,0,2025-02-06,0
BOR01598,34,22753.63,Business Owner,16.8,Post Graduate,510,3,1665059.2,Home,84,0.72,Single,1,Bengaluru,0,2026-04-23,1
BOR01599,34,70007.38,Salaried,19.0,Post Graduate,510,1,998882.48,Vehicle,120,0.14,Divorced,0,Delhi,0,2025-09-14,0
BOR01600,54,40694.18,Self-Employed,12.1,Post Graduate,719,1,1856801.76,Business,120,0.45,Single,3,Surat,1,2024-08-05,0
BOR01601,65,53776.28,Salaried,28.8,Graduate,718,1,1036029.81,Education,240,0.37,Married,2,Jaipur,0,2025-07-10,0
BOR01602,36,54783.53,Business Owner,29.0,Doctorate,795,1,1699423.69,Home,180,0.24,Single,0,Bengaluru,1,2026-04-08,0
BOR01603,28,30450.02,Salaried,22.8,Doctorate,619,2,1562536.34,Home,48,0.26,Single,4,Pune,0,2025-09-24,0
BOR01604,34,33311.91,Government Employee,0.4,Doctorate,754,2,1925511.13,Vehicle,48,0.2,Married,3,Surat,0,2024-10-08,0
BOR01605,21,76895.24,Salaried,11.9,High School,720,2,426352.7,Medical,120,0.73,Single,4,Mumbai,0,2024-09-03,0
BOR01606,31,88587.57,Salaried,19.6,Post Graduate,573,0,1327657.12,Vehicle,48,0.68,Divorced,0,Bengaluru,0,2026-02-07,0
BOR01607,21,112827.12,Business Owner,17.0,Post Graduate,817,0,88376.51,Medical,180,0.53,Divorced,2,Ahmedabad,0,2025-06-12,0
BOR01608,36,70813.93,Salaried,22.5,High School,840,4,991306.31,Business,60,0.12,Divorced,1,Mumbai,1,2024-10-08,0
BOR01609,22,21411.61,Government Employee,29.8,Graduate,632,3,1966778.98,Business,120,0.19,Single,2,Ahmedabad,0,2025-02-15,0
BOR01610,32,33939.96,Business Owner,24.9,High School,744,2,1673144.38,Medical,48,0.17,Single,0,Pune,0,2025-11-29,0
BOR01611,40,28996.48,Government Employee,13.5,Doctorate,748,0,1390707.43,Vehicle,12,0.38,Single,4,Surat,0,2024-09-13,1
BOR01612,30,97272.16,Salaried,17.1,High School,742,4,703681.28,Vehicle,120,0.68,Married,1,Ahmedabad,0,2025-04-20,0
BOR01613,55,56493.2,Salaried,4.1,High School,591,2,956450.36,Business,84,0.07,Single,3,Mumbai,1,2025-11-29,0
BOR01614,22,32098.82,Government Employee,3.3,Graduate,792,4,949884.3,Vehicle,12,0.51,Single,1,Ahmedabad,1,2025-08-17,0
BOR01615,57,72379.22,Salaried,26.1,Doctorate,676,0,1327417.65,Personal,36,0.18,Single,2,Delhi,0,2024-08-09,0
BOR01616,28,39777.04,Government Employee,7.3,High School,497,4,376008.55,Home,180,0.63,Married,2,Delhi,0,2025-08-12,0
BOR01617,30,28697.74,Self-Employed,4.3,Post Graduate,852,2,1720815.67,Vehicle,36,0.3,Single,3,Ahmedabad,0,2025-06-20,0
BOR01618,58,25842.41,Business Owner,25.3,High School,697,1,1910982.22,Medical,12,0.46,Married,3,Jaipur,0,2025-08-17,0
BOR01619,22,81123.02,Self-Employed,2.4,Graduate,567,3,1301027.95,Education,84,0.12,Single,3,Surat,0,2025-04-06,0
BOR01620,40,53763.78,Salaried,1.1,Graduate,764,2,1898636.27,Medical,84,0.46,Married,0,Surat,0,2025-01-19,0
BOR01621,63,49328.12,Salaried,21.1,Post Graduate,900,4,1183812.26,Home,36,0.61,Divorced,3,Jaipur,1,2026-01-05,0
BOR01622,47,21283.78,Business Owner,27.2,Doctorate,775,4,884521.77,Business,120,0.14,Married,3,Ahmedabad,1,2026-04-18,0
BOR01623,40,44963.18,Government Employee,3.3,Post Graduate,749,0,1046785.1,Vehicle,180,0.62,Divorced,0,Pune,0,2024-10-07,0
BOR01624,60,61123.62,Self-Employed,23.1,High School,614,3,636512.29,Home,120,0.45,Divorced,4,Jaipur,0,2025-07-07,0
BOR01625,61,54967.54,Self-Employed,28.3,Graduate,512,2,1960312.46,Education,240,0.24,Married,2,Surat,0,2026-04-21,0
BOR01626,28,66278.69,Self-Employed,29.9,Doctorate,706,2,584926.05,Vehicle,36,0.55,Single,1,Ahmedabad,0,2026-04-03,0
BOR01627,52,67462.7,Self-Employed,0.5,High School,775,2,1810191.63,Home,48,0.58,Single,0,Ahmedabad,1,2026-05-26,0
BOR01628,39,58912.58,Government Employee,23.3,Doctorate,693,1,1207800.21,Business,12,0.05,Divorced,4,Jaipur,0,2025-10-05,0
BOR01629,28,31554.32,Government Employee,7.1,High School,615,0,1180307.87,Home,120,0.45,Divorced,1,Jaipur,0,2024-09-19,0
BOR01630,50,88731.24,Government Employee,14.4,High School,809,3,67367.45,Medical,84,0.26,Single,4,Surat,0,2025-01-22,0
BOR01631,23,43518.65,Salaried,3.6,High School,684,4,1641074.51,Business,240,0.24,Single,1,Surat,0,2025-11-22,0
BOR01632,36,31185.01,Government Employee,11.1,High School,785,0,1070613.18,Home,84,0.11,Divorced,4,Bengaluru,0,2025-06-05,0
BOR01633,30,68371.3,Business Owner,7.2,Graduate,854,0,418769.51,Education,12,0.1,Single,2,Jaipur,0,2024-08-25,0
BOR01634,49,31597.66,Business Owner,12.1,Doctorate,645,4,1234058.64,Education,60,0.46,Divorced,2,Jaipur,0,2025-11-04,0
BOR01635,24,55034.91,Salaried,20.7,High School,738,4,318998.95,Medical,12,0.62,Divorced,4,Ahmedabad,0,2026-05-20,0
BOR01636,62,44009.74,Self-Employed,15.9,Doctorate,601,4,1848762.86,Education,12,0.15,Married,1,Ahmedabad,1,2024-10-09,0
BOR01637,52,76168.54,Business Owner,29.9,Post Graduate,744,1,961759.53,Education,48,0.34,Single,1,Delhi,0,2026-04-28,0
BOR01638,26,31003.73,Self-Employed,18.9,High School,801,4,1903314.64,Business,84,0.13,Single,3,Ahmedabad,0,2025-01-23,0
BOR01639,22,88000.64,Business Owner,12.8,Doctorate,692,0,1772570.59,Home,180,0.47,Single,0,Delhi,0,2025-07-05,1
BOR01640,29,51011.12,Self-Employed,29.7,Graduate,729,3,218998.55,Home,36,0.19,Single,4,Bengaluru,0,2025-01-23,0
BOR01641,26,31861.33,Self-Employed,22.5,High School,682,2,1895682.6,Medical,84,0.06,Divorced,3,Surat,0,2025-12-14,0
BOR01642,37,16710.76,Business Owner,25.6,Doctorate,758,0,1942757.84,Education,36,0.68,Married,3,Mumbai,0,2025-05-22,0
BOR01643,22,22454.66,Salaried,9.3,High School,815,2,511365.75,Education,180,0.55,Divorced,1,Bengaluru,0,2024-12-28,0
BOR01644,43,41561.93,Government Employee,20.4,High School,660,3,1998387.57,Business,36,0.16,Married,0,Bengaluru,0,2025-11-12,0
BOR01645,32,35815.39,Government Employee,25.7,Doctorate,654,0,1043306.49,Personal,120,0.7,Divorced,3,Mumbai,0,2024-10-11,0
BOR01646,60,99634.69,Government Employee,1.8,Doctorate,456,4,911895.78,Education,60,0.38,Single,1,Pune,0,2026-05-16,0
BOR01647,23,92826.06,Government Employee,9.4,High School,710,4,641450.73,Business,180,0.75,Single,1,Mumbai,0,2025-06-21,0
BOR01648,40,26808.9,Salaried,10.1,Post Graduate,583,3,1763475.01,Personal,240,0.16,Single,1,Ahmedabad,0,2025-04-05,0
BOR01649,59,113345.56,Business Owner,8.5,Graduate,594,2,550716.92,Vehicle,12,0.73,Divorced,2,Jaipur,0,2025-05-31,0
BOR01650,27,27538.07,Government Employee,9.2,Graduate,782,4,1123340.91,Business,36,0.37,Single,3,Mumbai,0,2025-10-23,0
BOR01651,39,58062.57,Self-Employed,26.0,High School,595,4,1057793.52,Business,120,0.43,Married,3,Delhi,0,2024-10-22,0
BOR01652,27,54628.58,Salaried,24.1,High School,587,1,227660.65,Education,60,0.19,Divorced,2,Ahmedabad,0,2025-11-12,0
BOR01653,22,85000.35,Salaried,3.0,Doctorate,775,0,656362.95,Medical,240,0.35,Single,3,Mumbai,1,2025-08-27,0
BOR01654,24,63959.36,Self-Employed,18.1,Graduate,712,0,1999029.9,Vehicle,24,0.47,Divorced,4,Pune,0,2026-04-21,0
BOR01655,38,118254.46,Salaried,3.0,High School,679,1,630737.35,Personal,24,0.22,Divorced,3,Bengaluru,0,2024-12-31,0
BOR01656,56,27148.12,Government Employee,29.7,High School,720,0,1775020.9,Personal,36,0.58,Married,4,Jaipur,1,2024-08-24,1
BOR01657,58,139110.45,Business Owner,10.2,Doctorate,588,4,690880.67,Education,12,0.49,Single,1,Surat,0,2025-10-24,0
BOR01658,28,40915.68,Salaried,23.4,Doctorate,717,1,1138317.83,Medical,180,0.42,Single,3,Mumbai,1,2025-10-12,0
BOR01659,35,47717.22,Government Employee,29.3,High School,591,3,256278.06,Home,240,0.53,Single,4,Surat,0,2026-04-22,1
BOR01660,33,85899.13,Government Employee,13.4,Post Graduate,888,3,1006299.51,Home,240,0.19,Married,1,Ahmedabad,0,2025-06-23,0
BOR01661,27,54071.67,Salaried,29.1,Graduate,598,2,1116708.27,Medical,240,0.31,Married,3,Jaipur,0,2026-06-06,1
BOR01662,62,22595.81,Business Owner,3.6,Post Graduate,703,1,1606884.98,Vehicle,48,0.66,Single,1,Jaipur,1,2024-10-08,1
BOR01663,45,85130.33,Government Employee,13.1,Post Graduate,722,3,556184.12,Medical,180,0.06,Married,2,Ahmedabad,0,2025-06-16,0
BOR01664,44,48961.92,Self-Employed,0.1,High School,626,2,157091.49,Home,120,0.68,Single,3,Ahmedabad,0,2025-02-19,0
BOR01665,44,28393.58,Salaried,8.7,Post Graduate,755,1,600035.14,Vehicle,24,0.48,Single,4,Mumbai,0,2025-06-24,0
BOR01666,35,77411.13,Salaried,25.7,High School,540,2,1830105.71,Medical,120,0.47,Single,0,Delhi,0,2024-12-06,1
BOR01667,44,108544.93,Salaried,21.4,Doctorate,731,3,1453405.55,Medical,240,0.74,Divorced,2,Surat,0,2024-08-16,0
BOR01668,60,98695.77,Business Owner,12.6,Graduate,559,2,1122403.7,Home,12,0.28,Single,2,Surat,0,2026-06-05,0
BOR01669,58,24762.56,Government Employee,23.1,High School,666,2,971294.38,Business,84,0.27,Single,1,Pune,0,2026-05-14,0
BOR01670,42,63031.65,Salaried,4.6,Graduate,841,1,1204936.9,Business,180,0.4,Married,2,Delhi,0,2024-09-01,0
BOR01671,59,69775.59,Government Employee,22.1,Graduate,658,1,1481986.39,Home,36,0.26,Married,3,Jaipur,0,2026-02-14,0
BOR01672,48,29343.18,Government Employee,24.8,Doctorate,790,1,121523.01,Home,180,0.12,Married,1,Ahmedabad,0,2025-09-26,0
BOR01673,45,30261.98,Business Owner,14.6,Doctorate,826,4,1990070.46,Vehicle,180,0.52,Single,1,Ahmedabad,0,2024-11-26,0
BOR01674,54,42523.31,Salaried,5.4,Graduate,823,3,628188.36,Home,60,0.4,Married,3,Bengaluru,0,2026-05-11,0
BOR01675,32,68834.86,Business Owner,25.0,Post Graduate,667,3,1386239.82,Personal,36,0.68,Single,4,Pune,0,2025-11-25,0
BOR01676,48,37808.98,Business Owner,6.2,Graduate,649,0,918373.13,Personal,48,0.15,Single,1,Delhi,1,2025-12-02,0
BOR01677,46,60727.89,Government Employee,14.3,Doctorate,686,1,748362.34,Vehicle,48,0.68,Married,4,Jaipur,0,2024-12-17,0
BOR01678,63,36428.05,Salaried,20.8,Post Graduate,665,4,1841118.96,Business,120,0.46,Single,1,Ahmedabad,0,2024-11-04,0
BOR01679,37,50985.09,Salaried,2.5,Post Graduate,488,0,1390243.12,Business,36,0.38,Divorced,3,Bengaluru,0,2026-01-09,0
BOR01680,49,61641.1,Government Employee,17.9,Post Graduate,591,0,662827.67,Medical,84,0.34,Single,3,Pune,0,2025-02-19,0
BOR01681,42,27538.32,Business Owner,25.4,Post Graduate,528,1,900851.67,Home,12,0.22,Divorced,2,Mumbai,0,2025-03-08,0
BOR01682,46,19991.33,Self-Employed,3.1,Doctorate,558,1,401511.64,Medical,36,0.17,Divorced,1,Surat,0,2025-02-10,0
BOR01683,44,34388.91,Government Employee,18.5,Doctorate,855,4,285349.43,Personal,24,0.35,Single,2,Mumbai,1,2025-07-14,0
BOR01684,39,37686.61,Business Owner,0.2,Doctorate,695,4,1129244.97,Home,84,0.17,Single,3,Pune,1,2024-11-10,0
BOR01685,32,59888.55,Self-Employed,11.9,High School,691,1,1506410.85,Business,240,0.06,Married,1,Bengaluru,0,2024-09-23,0
BOR01686,24,47158.91,Government Employee,13.4,High School,572,0,928625.05,Home,48,0.61,Single,3,Mumbai,0,2024-12-30,0
BOR01687,64,101261.72,Salaried,27.5,High School,842,2,1187439.92,Vehicle,36,0.34,Married,1,Delhi,0,2024-09-29,0
BOR01688,28,21134.68,Government Employee,6.7,Graduate,587,4,593342.26,Personal,120,0.74,Divorced,0,Pune,1,2024-12-27,1
BOR01689,46,42620.68,Business Owner,22.1,Post Graduate,593,0,354733.83,Education,240,0.28,Divorced,4,Mumbai,0,2026-01-08,1
BOR01690,65,63131.98,Self-Employed,10.4,Doctorate,614,1,1104790.37,Home,36,0.68,Single,3,Mumbai,0,2025-09-17,0
BOR01691,57,144715.94,Government Employee,5.1,High School,787,1,1669368.09,Medical,120,0.37,Divorced,2,Jaipur,0,2024-07-10,0
BOR01692,40,54518.04,Business Owner,25.8,Graduate,772,4,1004041.35,Business,84,0.07,Divorced,0,Pune,0,2026-06-27,0
BOR01693,21,85216.49,Government Employee,28.8,Doctorate,629,2,1519397.84,Home,36,0.08,Single,0,Pune,0,2024-11-05,0
BOR01694,31,32594.26,Self-Employed,17.2,High School,687,2,1564427.54,Education,48,0.48,Married,2,Pune,0,2026-05-25,0
BOR01695,32,75419.27,Self-Employed,1.2,Post Graduate,692,1,532169.07,Vehicle,12,0.72,Single,2,Ahmedabad,0,2025-07-16,0
BOR01696,42,22281.27,Business Owner,21.5,High School,607,0,1255473.97,Medical,48,0.74,Married,2,Jaipur,0,2026-06-03,0
BOR01697,46,47240.82,Business Owner,27.6,Graduate,673,4,427600.03,Vehicle,48,0.66,Married,1,Surat,1,2026-01-26,0
BOR01698,21,131435.44,Salaried,4.9,Post Graduate,555,4,1505911.09,Business,48,0.14,Married,2,Ahmedabad,1,2026-01-18,1
BOR01699,42,63120.11,Government Employee,5.9,Post Graduate,814,4,1222229.79,Vehicle,12,0.13,Single,3,Surat,0,2024-08-21,0
BOR01700,58,152622.81,Business Owner,6.1,Post Graduate,643,1,177854.74,Home,120,0.18,Married,0,Pune,0,2025-12-21,0
BOR01701,27,62674.8,Self-Employed,12.0,Graduate,731,3,920360.17,Medical,48,0.12,Married,1,Bengaluru,0,2025-10-29,0
BOR01702,38,54054.11,Government Employee,0.8,Post Graduate,671,1,1352170.6,Business,120,0.23,Single,1,Bengaluru,1,2025-03-18,0
BOR01703,49,60960.88,Self-Employed,1.8,High School,452,0,1163609.7,Vehicle,240,0.68,Married,1,Delhi,0,2024-10-19,0
BOR01704,25,68942.96,Business Owner,17.5,Graduate,691,2,741520.18,Education,24,0.24,Divorced,1,Ahmedabad,0,2024-10-03,0
BOR01705,63,43860.2,Salaried,20.8,Doctorate,864,3,1838784.52,Personal,36,0.23,Divorced,1,Delhi,0,2025-10-25,0
BOR01706,30,34980.04,Salaried,5.4,Graduate,643,2,1275150.98,Medical,84,0.54,Divorced,0,Pune,0,2025-03-11,0
BOR01707,55,132690.77,Government Employee,22.7,Doctorate,605,0,891273.01,Medical,120,0.63,Single,1,Mumbai,1,2024-09-07,0
BOR01708,56,37232.69,Government Employee,8.7,Post Graduate,666,0,748038.46,Business,12,0.17,Married,4,Bengaluru,0,2025-11-03,0
BOR01709,54,74635.18,Business Owner,23.8,Post Graduate,698,4,1084289.37,Medical,240,0.17,Married,3,Bengaluru,0,2026-03-17,0
BOR01710,32,25685.64,Salaried,11.2,Post Graduate,632,3,990397.29,Medical,36,0.3,Single,2,Bengaluru,1,2024-12-08,0
BOR01711,56,36182.21,Self-Employed,22.7,Graduate,673,1,1745673.95,Home,24,0.42,Married,3,Mumbai,0,2025-07-15,0
BOR01712,56,60652.85,Government Employee,27.7,Graduate,717,4,1532934.13,Vehicle,12,0.11,Single,1,Mumbai,0,2026-04-17,0
BOR01713,57,20170.86,Self-Employed,4.0,High School,775,0,1230694.84,Medical,120,0.33,Divorced,3,Ahmedabad,0,2026-03-15,1
BOR01714,42,55619.24,Salaried,21.5,Post Graduate,804,3,428700.35,Home,180,0.64,Divorced,0,Ahmedabad,1,2025-12-24,1
BOR01715,26,61212.04,Self-Employed,2.6,Graduate,779,2,1537880.27,Business,36,0.14,Married,3,Ahmedabad,1,2025-05-04,0
BOR01716,21,61899.83,Salaried,8.4,Doctorate,801,0,1866940.26,Vehicle,180,0.39,Single,2,Surat,0,2026-06-15,0
BOR01717,47,63648.14,Salaried,0.4,Doctorate,671,3,1747101.37,Personal,60,0.2,Divorced,2,Ahmedabad,0,2026-01-25,0
BOR01718,32,152697.99,Self-Employed,29.5,Post Graduate,760,3,225756.85,Personal,36,0.65,Divorced,0,Mumbai,0,2025-07-20,0
BOR01719,28,65308.16,Salaried,10.5,Post Graduate,565,2,1439475.03,Personal,60,0.15,Single,0,Surat,0,2024-12-10,1
BOR01720,33,25741.15,Government Employee,25.8,Graduate,706,3,966243.3,Personal,240,0.3,Married,0,Surat,0,2026-04-21,0
BOR01721,59,52720.55,Business Owner,10.2,Graduate,624,4,1950622.19,Education,120,0.62,Married,2,Jaipur,1,2026-03-19,0
BOR01722,22,52601.05,Salaried,8.6,Doctorate,822,4,1250216.78,Vehicle,36,0.26,Single,0,Mumbai,0,2025-08-23,0
BOR01723,38,69404.1,Business Owner,24.7,High School,577,3,378025.62,Education,84,0.35,Married,1,Pune,1,2026-06-17,1
BOR01724,57,46362.47,Salaried,16.8,Graduate,607,2,1754585.62,Business,84,0.57,Married,1,Surat,0,2025-04-20,0
BOR01725,50,40382.43,Self-Employed,10.2,Graduate,642,4,896053.21,Medical,60,0.09,Single,0,Pune,1,2025-09-01,0
BOR01726,61,38606.55,Business Owner,25.1,Doctorate,567,2,390043.1,Personal,60,0.21,Divorced,4,Ahmedabad,0,2024-10-23,0
BOR01727,35,45989.7,Government Employee,2.8,High School,629,2,1360325.17,Home,60,0.39,Divorced,3,Bengaluru,0,2024-12-08,0
BOR01728,54,15000.0,Business Owner,7.7,Post Graduate,864,1,941221.04,Personal,120,0.11,Married,2,Surat,0,2025-02-27,0
BOR01729,29,84489.69,Government Employee,11.2,Graduate,646,3,1129232.75,Home,84,0.51,Divorced,0,Pune,1,2026-06-07,0
BOR01730,57,49484.24,Salaried,15.5,High School,574,1,932982.36,Medical,36,0.45,Single,0,Jaipur,0,2025-08-05,1
BOR01731,50,114446.35,Government Employee,27.0,High School,850,2,1953771.35,Education,120,0.58,Married,0,Delhi,0,2025-05-22,0
BOR01732,49,53015.88,Business Owner,6.3,Doctorate,772,4,1042932.3,Vehicle,12,0.33,Divorced,3,Bengaluru,0,2025-09-29,0
BOR01733,28,53511.05,Self-Employed,15.4,Graduate,559,1,870227.91,Personal,60,0.59,Divorced,0,Jaipur,1,2024-12-24,0
BOR01734,48,39898.27,Business Owner,6.1,Graduate,691,4,1531858.64,Medical,12,0.32,Single,4,Surat,0,2025-04-27,0
BOR01735,65,39055.0,Government Employee,4.1,Doctorate,660,0,1496687.43,Education,84,0.64,Divorced,2,Pune,0,2025-10-03,0
BOR01736,24,46830.98,Business Owner,25.2,Doctorate,672,0,1112876.84,Personal,180,0.07,Married,1,Mumbai,0,2025-08-08,0
BOR01737,31,50318.56,Salaried,20.2,Doctorate,584,1,1889835.5,Business,36,0.59,Divorced,4,Ahmedabad,1,2024-08-21,0
BOR01738,31,34251.72,Government Employee,2.7,High School,564,4,350140.99,Medical,84,0.73,Single,1,Surat,0,2025-08-15,0
BOR01739,40,79930.1,Business Owner,20.6,Graduate,490,3,1195258.92,Vehicle,12,0.19,Divorced,4,Pune,0,2025-07-02,0
BOR01740,26,87272.89,Self-Employed,29.4,Post Graduate,804,2,1389821.36,Medical,12,0.13,Married,4,Pune,0,2025-09-25,0
BOR01741,45,42146.62,Self-Employed,15.9,High School,445,4,712958.23,Business,180,0.18,Married,2,Pune,0,2026-01-07,0
BOR01742,53,40918.79,Business Owner,14.1,Graduate,674,0,1409880.73,Medical,24,0.38,Divorced,0,Surat,0,2026-06-25,0
BOR01743,45,29575.48,Business Owner,19.5,Graduate,633,0,720292.67,Medical,240,0.46,Single,0,Surat,0,2026-03-27,0
BOR01744,58,105355.71,Self-Employed,12.4,High School,739,2,52871.76,Personal,12,0.13,Single,4,Mumbai,0,2025-03-03,0
BOR01745,24,30875.49,Self-Employed,12.1,High School,536,4,1276752.55,Home,240,0.5,Single,3,Mumbai,1,2025-07-04,1
BOR01746,47,41626.46,Self-Employed,15.5,Post Graduate,660,2,1692772.25,Education,12,0.51,Single,3,Mumbai,1,2025-02-08,0
BOR01747,57,62824.45,Self-Employed,18.0,Doctorate,631,2,223193.76,Personal,240,0.05,Divorced,0,Bengaluru,0,2024-08-25,0
BOR01748,31,63306.91,Government Employee,3.6,Doctorate,854,3,308241.82,Business,12,0.42,Single,1,Pune,0,2024-12-14,0
BOR01749,32,73699.44,Government Employee,7.6,Graduate,675,2,597191.51,Vehicle,84,0.61,Married,1,Bengaluru,1,2025-08-25,0
BOR01750,52,44731.12,Salaried,4.9,High School,647,1,71356.45,Medical,60,0.62,Divorced,1,Delhi,0,2024-10-16,0
BOR01751,59,88461.3,Salaried,17.1,High School,623,1,1915807.61,Personal,84,0.22,Single,4,Delhi,0,2025-07-03,0
BOR01752,24,50141.85,Self-Employed,10.6,Doctorate,684,3,51499.87,Education,48,0.31,Single,2,Ahmedabad,0,2026-06-25,0
